
=== Model Comparison Report ===
Compare Mode: propagated
Accuracy Source: Local (Comparison Batches)
Metric               | Reference (FP32)     | Quantized (fp8_e4m3)
------------------------------------------------------------------
Top-1 Accuracy       | 32.28%               | 31.10%
Top-5 Accuracy       | 54.33%               | 52.76%
Perplexity           | 61.96                | 64.53
Avg Certainty        | 0.3544               | 0.3422
Weight Comp. Red. %  | N/A                  | -12.50% (92.9% of total compressed)
Input Comp. Red. %   | N/A                  | -12.50% (7.1% of total compressed)
------------------------------------------------------------------


--- FP8 Compliance Check (Value-Based) ---
Layer                                                | Type                         | Shape              | Weight Fmt   | Input Q?   | Pre-Quant    | Input Fmt    | Output Q?  | Output Pre-Quant | Output Fmt   | Weight Check           | Input Check            | Output Check          
model.decoder.layers.10.self_attn.av_bmm             | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 2.00       | 2.50       | 25.00%     | 0.00%        | N/A         
model.decoder.layers.10.self_attn.attn_softmax       | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.10.activation_fn                | QuantReLU                    | 3.42e-03   | 0.9967       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.10.self_attn_layer_norm         | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.50       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.10.fc1                          | QuantLinear                  | 5.00e-03   | 0.9842       | 5.80e-07   | 0.9996       | 8.00       | 15.00      | 87.50%     | 0.23%        | 0.00%       
model.decoder.layers.10.fc2                          | QuantLinear                  | 2.87e-04   | 0.9799       | 6.94e-07   | 0.9996       | 2.00       | 2.75       | 37.50%     | 91.77%       | 0.00%       
model.decoder.layers.10.final_layer_norm             | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.25       | 0.44       | 75.00%     | 0.00%        | N/A         
model.decoder.layers.11.self_attn.k_proj             | QuantLinear                  | 1.04e-02   | 0.9832       | 2.12e-06   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.14%        | 0.00%       
model.decoder.layers.11.self_attn.v_proj             | QuantLinear                  | 1.04e-02   | 0.9832       | 6.17e-07   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.14%        | 0.00%       
model.decoder.layers.11.self_attn.q_proj             | QuantLinear                  | 1.04e-02   | 0.9832       | 2.20e-06   | 0.9996       | 16.00      | 26.00      | 62.50%     | 0.14%        | 0.00%       
model.decoder.layers.11.self_attn.out_proj           | QuantLinear                  | 7.54e-04   | 0.9622       | 7.02e-07   | 0.9996       | 1.00       | 1.38       | 37.50%     | 0.01%        | 0.00%       
model.decoder.layers.11.self_attn.qk_bmm             | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 4.00       | 7.00       | 75.00%     | 0.00%        | N/A         
model.decoder.layers.11.self_attn.av_bmm             | QuantBMM                     | N/A        | N/A          | N/A        | N/A          | 2.00       | 2.50       | 25.00%     | 0.00%        | N/A         
model.decoder.layers.11.self_attn.attn_softmax       | QuantSoftmax                 | N/A        | N/A          | N/A        | N/A          | 1.00       | 1.00       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.11.activation_fn                | QuantReLU                    | 3.95e-03   | 0.9965       | N/A        | N/A          | N/A        | N/A        | N/A        | 0.00%        | N/A         
model.decoder.layers.11.self_attn_layer_norm         | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.50       | 0.00%      | 0.00%        | N/A         
model.decoder.layers.11.fc1                          | QuantLinear                  | 6.91e-03   | 0.9855       | 5.86e-07   | 0.9996       | 8.00       | 14.00      | 75.00%     | 0.22%        | 0.00%       
model.decoder.layers.11.fc2                          | QuantLinear                  | 3.81e-04   | 0.9803       | 7.41e-07   | 0.9996       | 4.00       | 5.50       | 37.50%     | 91.32%       | 0.00%       
model.decoder.layers.11.final_layer_norm             | QuantLayerNorm               | N/A        | N/A          | N/A        | N/A          | 0.50       | 0.50       | 0.00%      | 0.00%        | N/A         
lm_head                                              | QuantLinear                  | 4.14e-02   | 0.9808       | 2.59e-06   | 0.9997       | 8.00       | 14.00      | 75.00%     | 0.34%        | 0.00%       
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------


--- Chunk-wise Scale Factors (Log2 Exponents) ---
Layer                                                | Type                         | Source     | Num Chunks | Min Exp      | Max Exp      | Mean Exp     | Detailed Exponents (if few)
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
model.decoder.final_layer_norm                       | QuantLayerNorm               | Input      | 6          | -2           | -1           | -1.83        | -2, -2, -2, -2, -2, -1
model.decoder.final_layer_norm                       | QuantLayerNorm               | Weight     | 768        | 0            | 0            | 0.00         | 
model.decoder.layers.0.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -1           | 1            | -0.31        | 
model.decoder.layers.0.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -2.44        | 
model.decoder.layers.0.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -1           | 1            | -0.31        | 
model.decoder.layers.0.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -7           | -3           | -5.21        | 
model.decoder.layers.0.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -1           | 1            | -0.31        | 
model.decoder.layers.0.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -2.69        | 
model.decoder.layers.0.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -5           | -1           | -2.75        | 
model.decoder.layers.0.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -9           | -1           | -5.43        | 
model.decoder.layers.0.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | -1           | 2            | 1.00         | 
model.decoder.layers.0.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -5           | 0            | -2.05        | 
model.decoder.layers.0.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.0.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.50        | -3, -2, -3, -2, -3, -2
model.decoder.layers.0.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.17        | 
model.decoder.layers.0.fc1                           | QuantLinear                  | Input      | 1536       | -2           | 1            | -1.56        | 
model.decoder.layers.0.fc1                           | QuantLinear                  | Weight     | 2359296    | -6           | -1           | -4.18        | 
model.decoder.layers.0.fc2                           | QuantLinear                  | Input      | 6144       | -13          | 4            | -3.30        | 
model.decoder.layers.0.fc2                           | QuantLinear                  | Weight     | 2359296    | -8           | 0            | -4.03        | 
model.decoder.layers.0.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -4           | -2           | -2.67        | -2, -4, -3, -3, -2, -2
model.decoder.layers.0.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -3           | -2           | -2.83        | 
model.decoder.layers.1.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -4           | 2            | -0.10        | 
model.decoder.layers.1.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -2.69        | 
model.decoder.layers.1.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -4           | 2            | -0.10        | 
model.decoder.layers.1.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -7           | -3           | -5.08        | 
model.decoder.layers.1.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -4           | 2            | -0.10        | 
model.decoder.layers.1.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -6           | -1           | -2.94        | 
model.decoder.layers.1.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -6           | -1           | -3.33        | 
model.decoder.layers.1.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -8           | -1           | -5.09        | 
model.decoder.layers.1.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | -1           | 3            | 0.96         | 
model.decoder.layers.1.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -7           | 0            | -1.80        | 
model.decoder.layers.1.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.1.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -3           | -1           | -1.67        | -1, -3, -2, -1, -2, -1
model.decoder.layers.1.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -1           | -1           | -1.00        | 
model.decoder.layers.1.fc1                           | QuantLinear                  | Input      | 1536       | -3           | 3            | 0.47         | 
model.decoder.layers.1.fc1                           | QuantLinear                  | Weight     | 2359296    | -6           | -1           | -4.01        | 
model.decoder.layers.1.fc2                           | QuantLinear                  | Input      | 6144       | -11          | 1            | -3.14        | 
model.decoder.layers.1.fc2                           | QuantLinear                  | Weight     | 2359296    | -7           | 0            | -3.85        | 
model.decoder.layers.1.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.50        | -2, -3, -2, -3, -3, -2
model.decoder.layers.1.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.50        | 
model.decoder.layers.2.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.35         | 
model.decoder.layers.2.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -6           | -1           | -2.78        | 
model.decoder.layers.2.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.35         | 
model.decoder.layers.2.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -7           | -3           | -4.83        | 
model.decoder.layers.2.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.35         | 
model.decoder.layers.2.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -7           | -1           | -2.95        | 
model.decoder.layers.2.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -7           | -1           | -3.14        | 
model.decoder.layers.2.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -8           | -2           | -5.03        | 
model.decoder.layers.2.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | -1           | 2            | 1.10         | 
model.decoder.layers.2.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -8           | 0            | -1.27        | 
model.decoder.layers.2.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.2.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -4           | -1           | -2.67        | -1, -4, -2, -1, -4, -4
model.decoder.layers.2.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -1           | -1           | -1.00        | 
model.decoder.layers.2.fc1                           | QuantLinear                  | Input      | 1536       | -3           | 4            | -0.38        | 
model.decoder.layers.2.fc1                           | QuantLinear                  | Weight     | 2359296    | -6           | -1           | -4.22        | 
model.decoder.layers.2.fc2                           | QuantLinear                  | Input      | 6144       | -14          | 2            | -3.16        | 
model.decoder.layers.2.fc2                           | QuantLinear                  | Weight     | 2359296    | -7           | 0            | -3.86        | 
model.decoder.layers.2.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.67        | -3, -3, -3, -2, -3, -2
model.decoder.layers.2.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.67        | 
model.decoder.layers.3.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.47         | 
model.decoder.layers.3.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -7           | -2           | -3.15        | 
model.decoder.layers.3.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.47         | 
model.decoder.layers.3.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -6           | -2           | -4.58        | 
model.decoder.layers.3.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.47         | 
model.decoder.layers.3.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -7           | -1           | -3.15        | 
model.decoder.layers.3.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -7           | -1           | -3.32        | 
model.decoder.layers.3.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -9           | -1           | -4.90        | 
model.decoder.layers.3.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | -2           | 2            | 1.18         | 
model.decoder.layers.3.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -8           | 1            | -1.33        | 
model.decoder.layers.3.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.3.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -5           | -1           | -3.00        | -3, -4, -2, -1, -5, -3
model.decoder.layers.3.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -2           | 0            | -1.00        | 
model.decoder.layers.3.fc1                           | QuantLinear                  | Input      | 1536       | -3           | 3            | -0.52        | 
model.decoder.layers.3.fc1                           | QuantLinear                  | Weight     | 2359296    | -7           | -1           | -4.71        | 
model.decoder.layers.3.fc2                           | QuantLinear                  | Input      | 6144       | -14          | 1            | -2.87        | 
model.decoder.layers.3.fc2                           | QuantLinear                  | Weight     | 2359296    | -7           | 0            | -3.83        | 
model.decoder.layers.3.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.83        | -3, -3, -3, -2, -3, -3
model.decoder.layers.3.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.50        | 
model.decoder.layers.4.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.50         | 
model.decoder.layers.4.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -3.08        | 
model.decoder.layers.4.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.50         | 
model.decoder.layers.4.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -7           | -2           | -4.67        | 
model.decoder.layers.4.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.50         | 
model.decoder.layers.4.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -5           | -2           | -3.05        | 
model.decoder.layers.4.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -7           | -1           | -3.37        | 
model.decoder.layers.4.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -9           | -2           | -4.97        | 
model.decoder.layers.4.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | -1           | 2            | 1.18         | 
model.decoder.layers.4.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -8           | 0            | -1.21        | 
model.decoder.layers.4.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.4.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -5           | -1           | -2.67        | -1, -4, -2, -1, -5, -3
model.decoder.layers.4.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -1           | 0            | -0.67        | 
model.decoder.layers.4.fc1                           | QuantLinear                  | Input      | 1536       | -3           | 4            | -0.33        | 
model.decoder.layers.4.fc1                           | QuantLinear                  | Weight     | 2359296    | -7           | -1           | -4.18        | 
model.decoder.layers.4.fc2                           | QuantLinear                  | Input      | 6144       | -15          | 2            | -3.03        | 
model.decoder.layers.4.fc2                           | QuantLinear                  | Weight     | 2359296    | -8           | 0            | -3.76        | 
model.decoder.layers.4.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.17        | -2, -3, -2, -2, -2, -2
model.decoder.layers.4.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.67        | 
model.decoder.layers.5.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.33         | 
model.decoder.layers.5.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -3.02        | 
model.decoder.layers.5.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.33         | 
model.decoder.layers.5.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -6           | -3           | -4.83        | 
model.decoder.layers.5.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.33         | 
model.decoder.layers.5.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -2.98        | 
model.decoder.layers.5.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -7           | 0            | -3.47        | 
model.decoder.layers.5.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -9           | -3           | -4.96        | 
model.decoder.layers.5.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | -1           | 3            | 1.34         | 
model.decoder.layers.5.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -8           | 0            | -1.34        | 
model.decoder.layers.5.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.5.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -5           | -1           | -3.17        | -3, -5, -3, -1, -4, -3
model.decoder.layers.5.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -1           | 0            | -0.67        | 
model.decoder.layers.5.fc1                           | QuantLinear                  | Input      | 1536       | -3           | 2            | -0.35        | 
model.decoder.layers.5.fc1                           | QuantLinear                  | Weight     | 2359296    | -7           | -1           | -4.13        | 
model.decoder.layers.5.fc2                           | QuantLinear                  | Input      | 6144       | -11          | 1            | -2.72        | 
model.decoder.layers.5.fc2                           | QuantLinear                  | Weight     | 2359296    | -9           | 0            | -3.75        | 
model.decoder.layers.5.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.17        | -2, -3, -2, -2, -2, -2
model.decoder.layers.5.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.83        | 
model.decoder.layers.6.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.25         | 
model.decoder.layers.6.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -3.03        | 
model.decoder.layers.6.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.25         | 
model.decoder.layers.6.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -6           | -3           | -4.59        | 
model.decoder.layers.6.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -5           | 3            | 1.25         | 
model.decoder.layers.6.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -5           | -2           | -3.03        | 
model.decoder.layers.6.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -8           | -1           | -3.20        | 
model.decoder.layers.6.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -9           | -2           | -4.82        | 
model.decoder.layers.6.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | 0            | 3            | 1.22         | 
model.decoder.layers.6.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -8           | 0            | -1.25        | 
model.decoder.layers.6.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.6.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -5           | -1           | -3.33        | -3, -5, -3, -1, -5, -3
model.decoder.layers.6.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -1           | 0            | -0.83        | 
model.decoder.layers.6.fc1                           | QuantLinear                  | Input      | 1536       | -3           | 4            | -0.26        | 
model.decoder.layers.6.fc1                           | QuantLinear                  | Weight     | 2359296    | -7           | -1           | -4.13        | 
model.decoder.layers.6.fc2                           | QuantLinear                  | Input      | 6144       | -10          | 1            | -2.54        | 
model.decoder.layers.6.fc2                           | QuantLinear                  | Weight     | 2359296    | -9           | 0            | -3.77        | 
model.decoder.layers.6.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.67        | -3, -3, -3, -2, -2, -3
model.decoder.layers.6.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.50        | 
model.decoder.layers.7.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -5           | 4            | 1.34         | 
model.decoder.layers.7.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -3.01        | 
model.decoder.layers.7.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -5           | 4            | 1.34         | 
model.decoder.layers.7.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -6           | -3           | -4.62        | 
model.decoder.layers.7.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -5           | 4            | 1.34         | 
model.decoder.layers.7.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -3.00        | 
model.decoder.layers.7.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -7           | 0            | -2.30        | 
model.decoder.layers.7.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -9           | -3           | -4.89        | 
model.decoder.layers.7.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | 0            | 3            | 1.24         | 
model.decoder.layers.7.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -8           | 1            | -0.95        | 
model.decoder.layers.7.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.7.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -5           | -1           | -3.00        | -2, -5, -3, -1, -4, -3
model.decoder.layers.7.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -1           | 0            | -0.50        | 
model.decoder.layers.7.fc1                           | QuantLinear                  | Input      | 1536       | -3           | 4            | -0.27        | 
model.decoder.layers.7.fc1                           | QuantLinear                  | Weight     | 2359296    | -6           | -1           | -4.12        | 
model.decoder.layers.7.fc2                           | QuantLinear                  | Input      | 6144       | -6           | 1            | -2.31        | 
model.decoder.layers.7.fc2                           | QuantLinear                  | Weight     | 2359296    | -9           | 0            | -3.81        | 
model.decoder.layers.7.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.50        | -3, -3, -3, -2, -2, -2
model.decoder.layers.7.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.50        | 
model.decoder.layers.8.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -6           | 4            | 1.25         | 
model.decoder.layers.8.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -3.01        | 
model.decoder.layers.8.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -6           | 4            | 1.25         | 
model.decoder.layers.8.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -5           | -2           | -4.34        | 
model.decoder.layers.8.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -6           | 4            | 1.25         | 
model.decoder.layers.8.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -2.96        | 
model.decoder.layers.8.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -7           | 0            | -2.71        | 
model.decoder.layers.8.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -9           | -2           | -4.69        | 
model.decoder.layers.8.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | 0            | 3            | 1.17         | 
model.decoder.layers.8.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -8           | 1            | -0.87        | 
model.decoder.layers.8.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.8.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -5           | -1           | -2.33        | -2, -5, -2, -1, -2, -2
model.decoder.layers.8.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -1           | 0            | -0.67        | 
model.decoder.layers.8.fc1                           | QuantLinear                  | Input      | 1536       | -3           | 4            | -0.14        | 
model.decoder.layers.8.fc1                           | QuantLinear                  | Weight     | 2359296    | -6           | -1           | -4.09        | 
model.decoder.layers.8.fc2                           | QuantLinear                  | Input      | 6144       | -6           | 0            | -2.03        | 
model.decoder.layers.8.fc2                           | QuantLinear                  | Weight     | 2359296    | -9           | -1           | -3.78        | 
model.decoder.layers.8.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.33        | -2, -3, -3, -2, -2, -2
model.decoder.layers.8.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.17        | 
model.decoder.layers.9.self_attn.k_proj              | QuantLinear                  | Input      | 1536       | -5           | 4            | 1.02         | 
model.decoder.layers.9.self_attn.k_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -2.97        | 
model.decoder.layers.9.self_attn.v_proj              | QuantLinear                  | Input      | 1536       | -5           | 4            | 1.02         | 
model.decoder.layers.9.self_attn.v_proj              | QuantLinear                  | Weight     | 589824     | -5           | -2           | -4.29        | 
model.decoder.layers.9.self_attn.q_proj              | QuantLinear                  | Input      | 1536       | -5           | 4            | 1.02         | 
model.decoder.layers.9.self_attn.q_proj              | QuantLinear                  | Weight     | 589824     | -5           | -1           | -2.97        | 
model.decoder.layers.9.self_attn.out_proj            | QuantLinear                  | Input      | 1536       | -7           | 0            | -2.65        | 
model.decoder.layers.9.self_attn.out_proj            | QuantLinear                  | Weight     | 589824     | -9           | -2           | -4.41        | 
model.decoder.layers.9.self_attn.qk_bmm              | QuantBMM                     | Input      | 1536       | 0            | 3            | 1.27         | 
model.decoder.layers.9.self_attn.av_bmm              | QuantBMM                     | Input      | 3072       | -8           | 1            | -0.75        | 
model.decoder.layers.9.self_attn.attn_softmax        | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
model.decoder.layers.9.self_attn_layer_norm          | QuantLayerNorm               | Input      | 6          | -4           | -1           | -2.17        | -2, -4, -2, -1, -2, -2
model.decoder.layers.9.self_attn_layer_norm          | QuantLayerNorm               | Weight     | 768        | -1           | 0            | -0.83        | 
model.decoder.layers.9.fc1                           | QuantLinear                  | Input      | 1536       | -3           | 4            | 0.00         | 
model.decoder.layers.9.fc1                           | QuantLinear                  | Weight     | 2359296    | -5           | -1           | -4.09        | 
model.decoder.layers.9.fc2                           | QuantLinear                  | Input      | 6144       | -8           | 1            | -1.77        | 
model.decoder.layers.9.fc2                           | QuantLinear                  | Weight     | 2359296    | -9           | -1           | -3.83        | 
model.decoder.layers.9.final_layer_norm              | QuantLayerNorm               | Input      | 6          | -3           | -2           | -2.17        | -2, -2, -2, -2, -3, -2
model.decoder.layers.9.final_layer_norm              | QuantLayerNorm               | Weight     | 768        | -2           | -1           | -1.17        | 
model.decoder.layers.10.self_attn.k_proj             | QuantLinear                  | Input      | 1536       | -5           | 4            | 0.70         | 
model.decoder.layers.10.self_attn.k_proj             | QuantLinear                  | Weight     | 589824     | -4           | -1           | -2.91        | 
model.decoder.layers.10.self_attn.v_proj             | QuantLinear                  | Input      | 1536       | -5           | 4            | 0.70         | 
model.decoder.layers.10.self_attn.v_proj             | QuantLinear                  | Weight     | 589824     | -5           | -2           | -4.13        | 
model.decoder.layers.10.self_attn.q_proj             | QuantLinear                  | Input      | 1536       | -5           | 4            | 0.70         | 
model.decoder.layers.10.self_attn.q_proj             | QuantLinear                  | Weight     | 589824     | -4           | -1           | -2.98        | 
model.decoder.layers.10.self_attn.out_proj           | QuantLinear                  | Input      | 1536       | -6           | 0            | -2.74        | 
model.decoder.layers.10.self_attn.out_proj           | QuantLinear                  | Weight     | 589824     | -8           | -2           | -4.22        | 
model.decoder.layers.10.self_attn.qk_bmm             | QuantBMM                     | Input      | 1536       | 0            | 3            | 1.29         | 
model.decoder.layers.10.self_attn.av_bmm             | QuantBMM                     | Input      | 3072       | -7           | 1            | -0.68        | 
model.decoder.layers.10.self_attn.attn_softmax       | QuantSoftmax                 | Input      | 3072       | 0            | 0            | 0.00         | 
