# pseudo_MSE3 PyTorch hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=100
# chunk_size=128
# signedness: sgn=1 for every section in this file
# implementation: PyTorch reference only; no CUDA pseudo_MSE3 kernel is used
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# do not apply a chunk scale before feeding these values to the pseudo_MSE3 block
# decision rule: choose_exp2 if sum(err2^2 - err1^2) < 0 else choose_exp1
# expected_error rows: selected chunk squared error, as fp32_hex fp32_dec
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE3 quantization
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# pseudo_diff_exp2_minus_exp1 = err_exp2_pre_square^2 - err_exp1_pre_square^2
# pseudo_diff_times_2_2m must be zero, [1,3), or (-3/4,-1/4]
# value mode: scaled
# chunk max rows use max absolute value; *_value is the signed value at that index
# value rows: value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 0.03125
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec
VALUES_BEGIN
020 0xbf518188 -0.81838274 10110 0 6 110 11010 2 2 10 0xbd8c0c40 -0.06838274 0xbd8c0c40 -0.06838274 0x00000000 0 0
021 0x3f213634 0.629733324 00101 0 5 101 01001 2 1 01 0x3b9b1a00 0.00473332405 0x3b9b1a00 0.00473332405 0x00000000 0 0
022 0xbfb7cfd0 -1.43602943 11011 1 3 011 11101 3 1 01 0xbd79fa00 -0.0610294342 0xbe3e7e80 -0.186029434 0x3cfcfd01 0.0308823604 1.97647107
023 0x3f7ccec4 0.987529993 00111 0 7 111 01011 2 3 11 0x3de67620 0.112529993 0x3de67620 0.112529993 0x00000000 0 0
024 0xbc6aff95 -0.0143431621 10000 0 0 000 10000 0 0 00 0xbc6aff95 -0.0143431621 0xbc6aff95 -0.0143431621 0x00000000 0 0
025 0x3ebd987a 0.370303929 00010 0 2 010 00101 1 1 01 0x3df661e8 0.120303929 0x3d6cc3d0 0.0578039289 0xbc3661e8 -0.0111317411 -0.712431431
026 0x3f03ce58 0.514867306 00100 0 4 100 01000 2 0 00 0x3c739600 0.0148673058 0x3c739600 0.0148673058 0x00000000 0 0
027 0x3f42ce13 0.760956943 00110 0 6 110 01010 2 2 10 0x3c3384c0 0.010956943 0x3c3384c0 0.010956943 0x00000000 0 0
028 0x3f946aee 1.15951324 01001 1 1 001 01100 3 0 00 0x3d0d5dc0 0.0345132351 0x3e235770 0.159513235 0x3cc6aee0 0.0242533088 1.55221176
029 0x3ff40b54 1.90659571 01111 1 7 111 01111 3 3 11 0x3d016a80 0.0315957069 0x3e205aa0 0.156595707 0x3cc0b540 0.0235239267 1.50553131
030 0x3f99257b 1.19645631 01001 1 1 001 01100 3 0 00 0x3d9257b0 0.0714563131 0x3e492bd8 0.196456313 0x3d092bd8 0.0334890783 2.14330101
031 0xbc3b610c -0.011436712 10000 0 0 000 10000 0 0 00 0xbc3b610c -0.011436712 0xbc3b610c -0.011436712 0x00000000 0 0
032 0xbfb1cbb1 -1.38902867 11011 1 3 011 11101 3 1 01 0xbc65d880 -0.0140286684 0xbe0e5d88 -0.139028668 0x3c9cbb10 0.0191321671 1.22445869
033 0x3ecb6398 0.397244215 00011 0 3 011 00110 1 2 10 0x3cb63980 0.022244215 0x3cb63980 0.022244215 0x00000000 0 0
034 0x3e7c39cc 0.246314228 00001 0 1 001 00011 0 3 11 0x3df87398 0.121314228 0x3d70e730 0.0588142276 0xbc387398 -0.0112580284 -0.720513821
035 0x3f4614cc 0.773754835 00110 0 6 110 01010 2 2 10 0x3cc29980 0.0237548351 0x3cc29980 0.0237548351 0x00000000 0 0
036 0xbce51106 -0.027962219 10000 0 0 000 10000 0 0 00 0xbce51106 -0.027962219 0xbce51106 -0.027962219 0x00000000 0 0
037 0x3df1ad9e 0.11800693 00000 0 0 000 00001 0 1 01 0x3df1ad9e 0.11800693 0x3d635b3c 0.0555069298 0xbc31ad9e -0.0108446162 -0.694055438
038 0xbd73aafc -0.0594892353 10000 0 0 000 10000 0 0 00 0xbd73aafc -0.0594892353 0xbd73aafc -0.0594892353 0x00000000 0 0
039 0xbd29e5c3 -0.0414788835 10000 0 0 000 10000 0 0 00 0xbd29e5c3 -0.0414788835 0xbd29e5c3 -0.0414788835 0x00000000 0 0
040 0xbd31af9c -0.0433803648 10000 0 0 000 10000 0 0 00 0xbd31af9c -0.0433803648 0xbd31af9c -0.0433803648 0x00000000 0 0
041 0xbeded812 -0.435242236 10011 0 3 011 10110 1 2 10 0xbd76c090 -0.0602422357 0xbd76c090 -0.0602422357 0x00000000 0 0
042 0x3f2e8956 0.68178308 00101 0 5 101 01001 2 1 01 0x3d689560 0.0567830801 0x3d689560 0.0567830801 0x00000000 0 0
043 0x3fddf80a 1.73413205 01101 1 5 101 01110 3 2 10 0x3ddf80a0 0.109132051 0x3e6fc050 0.234132051 0x3d2fc050 0.0429080129 2.74611282
044 0xbab204a0 -0.00135817006 10000 0 0 000 10000 0 0 00 0xbab204a0 -0.00135817006 0xbab204a0 -0.00135817006 0x00000000 0 0
045 0x3f949784 1.16087389 01001 1 1 001 01100 3 0 00 0x3d12f080 0.0358738899 0x3e24bc20 0.16087389 0x3cc97840 0.0245934725 1.57398224
046 0xbfda0d00 -1.70352173 11101 1 5 101 11110 3 2 10 0xbda0d000 -0.0785217285 0xbe506800 -0.203521729 0x3d106800 0.0352554321 2.25634766
047 0x3d49cff6 0.0492705926 00000 0 0 000 00000 0 0 00 0x3d49cff6 0.0492705926 0x3d49cff6 0.0492705926 0x00000000 0 0
048 0xbfdc88c8 -1.72292423 11101 1 5 101 11110 3 2 10 0xbdc88c80 -0.0979242325 0xbe644640 -0.222924232 0x3d244640 0.0401060581 2.56678772
049 0xbd7f9546 -0.0623982176 10000 0 0 000 10000 0 0 00 0xbd7f9546 -0.0623982176 0xbd7f9546 -0.0623982176 0x00000000 0 0
050 0xbbebb1e6 -0.00719283801 10000 0 0 000 10000 0 0 00 0xbbebb1e6 -0.00719283801 0xbbebb1e6 -0.00719283801 0x00000000 0 0
051 0xbbfcabb9 -0.00771090062 10000 0 0 000 10000 0 0 00 0xbbfcabb9 -0.00771090062 0xbbfcabb9 -0.00771090062 0x00000000 0 0
052 0x3dc36ceb 0.0954225883 00000 0 0 000 00001 0 1 01 0x3dc36ceb 0.0954225883 0x3d06d9d6 0.0329225883 0xbc036ceb -0.00802157354 -0.513380706
053 0x3e08f247 0.133736715 00001 0 1 001 00010 0 2 10 0x3c0f2470 0.00873671472 0x3c0f2470 0.00873671472 0x00000000 0 0
054 0x3e931a2e 0.28730911 00010 0 2 010 00100 1 0 00 0x3d18d170 0.0373091102 0x3d18d170 0.0373091102 0x00000000 0 0
055 0x3e983eb0 0.297353268 00010 0 2 010 00100 1 0 00 0x3d41f580 0.0473532677 0x3d41f580 0.0473532677 0x00000000 0 0
056 0x3e0799a0 0.13242197 00001 0 1 001 00010 0 2 10 0x3bf33400 0.00742197037 0x3bf33400 0.00742197037 0x00000000 0 0
057 0x3f1feb90 0.624688148 00100 0 4 100 01000 2 0 00 0x3dff5c80 0.124688148 0x3dff5c80 0.124688148 0x00000000 0 0
058 0x3f85156b 1.03971612 01000 1 0 000 01100 3 0 00 0x3d22ad60 0.0397161245 0x3d22ad60 0.0397161245 0x00000000 0 0
059 0x3f84f3df 1.03869236 01000 1 0 000 01100 3 0 00 0x3d1e7be0 0.0386923552 0x3d1e7be0 0.0386923552 0x00000000 0 0
060 0xbf99c1aa -1.20122266 11001 1 1 001 11100 3 0 00 0xbd9c1aa0 -0.0762226582 0xbe4e0d50 -0.201222658 0x3d0e0d50 0.0346806645 2.21956253
061 0x3e80e819 0.251770765 00010 0 2 010 00100 1 0 00 0x3ae81900 0.00177076459 0x3ae81900 0.00177076459 0x00000000 0 0
062 0x3d18b74c 0.0372841805 00000 0 0 000 00000 0 0 00 0x3d18b74c 0.0372841805 0x3d18b74c 0.0372841805 0x00000000 0 0
063 0xbc58675c -0.0132082365 10000 0 0 000 10000 0 0 00 0xbc58675c -0.0132082365 0xbc58675c -0.0132082365 0x00000000 0 0
064 0xbf75611f -0.9585132 10111 0 7 111 11011 2 3 11 0xbdab08f8 -0.0835132003 0xbdab08f8 -0.0835132003 0x00000000 0 0
065 0xbcacf65e -0.0211135708 10000 0 0 000 10000 0 0 00 0xbcacf65e -0.0211135708 0xbcacf65e -0.0211135708 0x00000000 0 0
066 0x3fad623e 1.35456061 01010 1 2 010 01101 3 1 01 0x3dd623e0 0.104560614 0x3dd623e0 0.104560614 0x00000000 0 0
067 0xbf622c4a -0.883488297 10111 0 7 111 11011 2 3 11 0xbc0b1280 -0.00848829746 0xbc0b1280 -0.00848829746 0x00000000 0 0
068 0x3f206c9c 0.626657248 00101 0 5 101 01001 2 1 01 0x3ad93800 0.00165724754 0x3ad93800 0.00165724754 0x00000000 0 0
069 0x3e21bd1c 0.157947958 00001 0 1 001 00010 0 2 10 0x3d06f470 0.0329479575 0x3d06f470 0.0329479575 0x00000000 0 0
070 0xbc676eaa -0.0141255055 10000 0 0 000 10000 0 0 00 0xbc676eaa -0.0141255055 0xbc676eaa -0.0141255055 0x00000000 0 0
071 0x3c083c98 0.00831522793 00000 0 0 000 00000 0 0 00 0x3c083c98 0.00831522793 0x3c083c98 0.00831522793 0x00000000 0 0
072 0xbfc7d35a -1.56113744 11100 1 4 100 11110 3 2 10 0xbd7a6b40 -0.0611374378 0xbd7a6b40 -0.0611374378 0x00000000 0 0
073 0x3f788954 0.970845461 00111 0 7 111 01011 2 3 11 0x3dc44aa0 0.0958454609 0x3dc44aa0 0.0958454609 0x00000000 0 0
074 0x3fcaf9a2 1.58574319 01100 1 4 100 01110 3 2 10 0x3daf9a20 0.0857431889 0x3daf9a20 0.0857431889 0x00000000 0 0
075 0xbf516787 -0.817985952 10110 0 6 110 11010 2 2 10 0xbd8b3c38 -0.0679859519 0xbd8b3c38 -0.0679859519 0x00000000 0 0
076 0x3c9aba1a 0.0188875683 00000 0 0 000 00000 0 0 00 0x3c9aba1a 0.0188875683 0x3c9aba1a 0.0188875683 0x00000000 0 0
077 0x3fbf1df5 1.49310172 01011 1 3 011 01101 3 1 01 0x3df1df50 0.118101716 0x3e78efa8 0.243101716 0x3d38efa8 0.045150429 2.88962746
078 0x3dc384de 0.0954682678 00000 0 0 000 00001 0 1 01 0x3dc384de 0.0954682678 0x3d0709bc 0.0329682678 0xbc0384de -0.00802728347 -0.513746142
079 0xbccfb532 -0.0253549553 10000 0 0 000 10000 0 0 00 0xbccfb532 -0.0253549553 0xbccfb532 -0.0253549553 0x00000000 0 0
080 0xbdd8ddf0 -0.105892062 10000 0 0 000 10001 0 1 01 0xbdd8ddf0 -0.105892062 0xbd31bbe0 -0.0433920622 0xbc18ddf0 -0.00933025777 -0.597136497
081 0xbe779c84 -0.241807997 10001 0 1 001 10011 0 3 11 0xbdef3908 -0.116807997 0xbd5e7210 -0.0543079972 0xbc2f3908 -0.0106947497 -0.684463978
082 0xbf0f261a -0.559175134 10100 0 4 100 11000 2 0 00 0xbd7261a0 -0.0591751337 0xbd7261a0 -0.0591751337 0x00000000 0 0
083 0x3fc1eb1e 1.51498771 01100 1 4 100 01110 3 2 10 0x3c758f00 0.0149877071 0x3c758f00 0.0149877071 0x00000000 0 0
084 0x3ea005f6 0.312545478 00010 0 2 010 00101 1 1 01 0x3d8017d8 0.0625454783 0x383ec000 4.5478344e-05 0xbb802fb0 -0.00391193479 -0.250363827
085 0x3e8d5f36 0.276117027 00010 0 2 010 00100 1 0 00 0x3cd5f360 0.0261170268 0x3cd5f360 0.0261170268 0x00000000 0 0
086 0xbfbae002 -1.45996118 11011 1 3 011 11101 3 1 01 0xbdae0020 -0.0849611759 0xbe570010 -0.209961176 0x3d170010 0.036865294 2.35937881
087 0x3f07aa33 0.529940784 00100 0 4 100 01000 2 0 00 0x3cf54660 0.029940784 0x3cf54660 0.029940784 0x00000000 0 0
088 0x3decaa62 0.115559354 00000 0 0 000 00001 0 1 01 0x3decaa62 0.115559354 0x3d5954c4 0.0530593544 0xbc2caa62 -0.0105386693 -0.674474835
089 0xbf476982 -0.778953671 10110 0 6 110 11010 2 2 10 0xbced3040 -0.0289536715 0xbced3040 -0.0289536715 0x00000000 0 0
090 0xbf9d81b6 -1.23052096 11001 1 1 001 11100 3 0 00 0xbdd81b60 -0.105520964 0xbe6c0db0 -0.230520964 0x3d2c0db0 0.0420052409 2.68833542
091 0xbce171f0 -0.0275201499 10000 0 0 000 10000 0 0 00 0xbce171f0 -0.0275201499 0xbce171f0 -0.0275201499 0x00000000 0 0
092 0x3f836dba 1.02678609 01000 1 0 000 01100 3 0 00 0x3cdb6e80 0.0267860889 0x3cdb6e80 0.0267860889 0x00000000 0 0
093 0xbf273eae -0.653300166 10101 0 5 101 11001 2 1 01 0xbce7d5c0 -0.0283001661 0xbce7d5c0 -0.0283001661 0x00000000 0 0
094 0xbe338817 -0.175323829 10001 0 1 001 10010 0 2 10 0xbd4e205c -0.0503238291 0xbd4e205c -0.0503238291 0x00000000 0 0
095 0x3f899db1 1.07512486 01000 1 0 000 01100 3 0 00 0x3d99db10 0.0751248598 0x3d99db10 0.0751248598 0x00000000 0 0
096 0x3f174d9b 0.591027915 00100 0 4 100 01000 2 0 00 0x3dba6cd8 0.0910279155 0x3dba6cd8 0.0910279155 0x00000000 0 0
097 0x3e358dd4 0.177298844 00001 0 1 001 00010 0 2 10 0x3d563750 0.0522988439 0x3d563750 0.0522988439 0x00000000 0 0
098 0xbd708f9a -0.0587306991 10000 0 0 000 10000 0 0 00 0xbd708f9a -0.0587306991 0xbd708f9a -0.0587306991 0x00000000 0 0
099 0xbefdcd48 -0.495706797 10011 0 3 011 10111 1 3 11 0xbdf73520 -0.120706797 0xbd6e6a40 -0.0582067966 0xbc373520 -0.0111820996 -0.715654373
100 0x3f68b886 0.909065604 00111 0 7 111 01011 2 3 11 0x3d0b8860 0.0340656042 0x3d0b8860 0.0340656042 0x00000000 0 0
101 0x3f99c8b8 1.20143795 01001 1 1 001 01100 3 0 00 0x3d9c8b80 0.0764379501 0x3e4e45c0 0.20143795 0x3d0e45c0 0.0347344875 2.2230072
102 0x3e16213e 0.146611184 00001 0 1 001 00010 0 2 10 0x3cb109f0 0.0216111839 0x3cb109f0 0.0216111839 0x00000000 0 0
103 0x3f77da34 0.968173265 00111 0 7 111 01011 2 3 11 0x3dbed1a0 0.0931732655 0x3dbed1a0 0.0931732655 0x00000000 0 0
104 0x3f56a34e 0.838429332 00110 0 6 110 01010 2 2 10 0x3db51a70 0.0884293318 0x3db51a70 0.0884293318 0x00000000 0 0
105 0x3cc1b349 0.0236450601 00000 0 0 000 00000 0 0 00 0x3cc1b349 0.0236450601 0x3cc1b349 0.0236450601 0x00000000 0 0
106 0xbc48a948 -0.012247391 10000 0 0 000 10000 0 0 00 0xbc48a948 -0.012247391 0xbc48a948 -0.012247391 0x00000000 0 0
107 0xbf0c903c -0.549075842 10100 0 4 100 11000 2 0 00 0xbd4903c0 -0.0490758419 0xbd4903c0 -0.0490758419 0x00000000 0 0
108 0x3faaa19f 1.33305728 01010 1 2 010 01101 3 1 01 0x3daa19f0 0.0830572844 0x3daa19f0 0.0830572844 0x00000000 0 0
109 0xbefd9b89 -0.495327264 10011 0 3 011 10111 1 3 11 0xbdf66e24 -0.120327264 0xbd6cdc48 -0.0578272641 0xbc366e24 -0.011134658 -0.712618113
110 0xbe30372e -0.172085494 10001 0 1 001 10010 0 2 10 0xbd40dcb8 -0.0470854938 0xbd40dcb8 -0.0470854938 0x00000000 0 0
111 0x3ebcca1c 0.368729472 00010 0 2 010 00101 1 1 01 0x3df32870 0.118729472 0x3d6650e0 0.0562294722 0xbc332870 -0.010934934 -0.699835777
112 0x3a8adbdb 0.00105940865 00000 0 0 000 00000 0 0 00 0x3a8adbdb 0.00105940865 0x3a8adbdb 0.00105940865 0x00000000 0 0
113 0x3f1c32ac 0.610148191 00100 0 4 100 01000 2 0 00 0x3de19560 0.110148191 0x3de19560 0.110148191 0x00000000 0 0
114 0xbdbeb172 -0.0931118876 10000 0 0 000 10001 0 1 01 0xbdbeb172 -0.0931118876 0xbcfac5c8 -0.0306118876 0xbbfd62e4 -0.00773273595 -0.494895101
115 0xbf983eec -1.18942022 11001 1 1 001 11100 3 0 00 0xbd83eec0 -0.0644202232 0xbe41f760 -0.189420223 0x3d01f760 0.0317300558 2.03072357
116 0x3db8103a 0.0898746997 00000 0 0 000 00001 0 1 01 0x3db8103a 0.0898746997 0x3ce040e8 0.0273746997 0xbbf02073 -0.007328087 -0.468997568
117 0xbf5a0b9e -0.851739764 10110 0 6 110 11010 2 2 10 0xbdd05cf0 -0.101739764 0xbdd05cf0 -0.101739764 0x00000000 0 0
118 0x3f01658b 0.505455673 00100 0 4 100 01000 2 0 00 0x3bb2c580 0.00545567274 0x3bb2c580 0.00545567274 0x00000000 0 0
119 0x3fd3023f 1.64850605 01101 1 5 101 01110 3 2 10 0x3cc08fc0 0.0235060453 0x3e1811f8 0.148506045 0x3cb023f0 0.0215015113 1.37609673
120 0xbf15aec4 -0.584697962 10100 0 4 100 11000 2 0 00 0xbdad7620 -0.0846979618 0xbdad7620 -0.0846979618 0x00000000 0 0
121 0x3f20c3c6 0.627987266 00101 0 5 101 01001 2 1 01 0x3b43c600 0.00298726559 0x3b43c600 0.00298726559 0x00000000 0 0
122 0xbed891fa -0.422988713 10011 0 3 011 10110 1 2 10 0xbd448fd0 -0.0479887128 0xbd448fd0 -0.0479887128 0x00000000 0 0
123 0xbbf2e340 -0.00741234422 10000 0 0 000 10000 0 0 00 0xbbf2e340 -0.00741234422 0xbbf2e340 -0.00741234422 0x00000000 0 0
124 0xbfae821c -1.36334562 11010 1 2 010 11101 3 1 01 0xbde821c0 -0.113345623 0xbde821c0 -0.113345623 0x00000000 0 0
125 0xbea5b93c -0.323678851 10010 0 2 010 10101 1 1 01 0xbd96e4f0 -0.0736788511 0xbc372780 -0.0111788511 0xbbadc9e0 -0.00530360639 -0.339430809
126 0xbf062100 -0.52394104 10100 0 4 100 11000 2 0 00 0xbcc42000 -0.02394104 0xbcc42000 -0.02394104 0x00000000 0 0
127 0x3d9eff77 0.077635698 00000 0 0 000 00001 0 1 01 0x3d9eff77 0.077635698 0x3c77fbb8 0.015135698 0xbbbdfeee -0.00579821225 -0.371085584
VALUES_END
END_CHUNK 6
BEGIN_CHUNK 7
err_exp1 0.104037106
err_exp2 0.025912106
chunk_diff_exp2_minus_exp1 -0.078125
expected_decision exp2
expected_error 0x3cd445a0 0.025912106
chunk_max_abs_index 0
chunk_max_abs_scaled_value 0xbfc00000 -1.5
chunk_max_abs_scaled_abs 0x3fc00000 1.5
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec
VALUES_BEGIN
000 0xbfc00000 -1.5 11100 1 4 100 11110 3 2 10 0x00000000 0 0x00000000 0 0x00000000 0 0
001 0xbf400000 -0.75 10110 0 6 110 11010 2 2 10 0x00000000 0 0x00000000 0 0x00000000 0 0
002 0xbec00000 -0.375 10011 0 3 011 10110 1 2 10 0x00000000 0 0x00000000 0 0x00000000 0 0
003 0xbe400000 -0.1875 10001 0 1 001 10011 0 3 11 0xbd800000 -0.0625 0x00000000 0 0xbb800000 -0.00390625 -0.25
004 0xbdc00000 -0.09375 10000 0 0 000 10001 0 1 01 0xbdc00000 -0.09375 0xbd000000 -0.03125 0xbc000000 -0.0078125 -0.5
005 0xbd400000 -0.046875 10000 0 0 000 10000 0 0 00 0xbd400000 -0.046875 0xbd400000 -0.046875 0x00000000 0 0
006 0xbcc00000 -0.0234375 10000 0 0 000 10000 0 0 00 0xbcc00000 -0.0234375 0xbcc00000 -0.0234375 0x00000000 0 0
007 0xbc400000 -0.01171875 10000 0 0 000 10000 0 0 00 0xbc400000 -0.01171875 0xbc400000 -0.01171875 0x00000000 0 0
008 0xbbc00000 -0.005859375 10000 0 0 000 10000 0 0 00 0xbbc00000 -0.005859375 0xbbc00000 -0.005859375 0x00000000 0 0
009 0xbb400000 -0.0029296875 10000 0 0 000 10000 0 0 00 0xbb400000 -0.0029296875 0xbb400000 -0.0029296875 0x00000000 0 0
010 0xbac00000 -0.00146484375 10000 0 0 000 10000 0 0 00 0xbac00000 -0.00146484375 0xbac00000 -0.00146484375 0x00000000 0 0
011 0xbfa00000 -1.25 11010 1 2 010 11101 3 1 01 0x00000000 0 0x00000000 0 0x00000000 0 0
012 0xbf200000 -0.625 10101 0 5 101 11001 2 1 01 0x00000000 0 0x00000000 0 0x00000000 0 0
013 0xbea00000 -0.3125 10010 0 2 010 10101 1 1 01 0xbd800000 -0.0625 0x00000000 0 0xbb800000 -0.00390625 -0.25
014 0xbe200000 -0.15625 10001 0 1 001 10010 0 2 10 0xbd000000 -0.03125 0xbd000000 -0.03125 0x00000000 0 0
015 0xbda00000 -0.078125 10000 0 0 000 10001 0 1 01 0xbda00000 -0.078125 0xbc800000 -0.015625 0xbbc00000 -0.005859375 -0.375
016 0xbd200000 -0.0390625 10000 0 0 000 10000 0 0 00 0xbd200000 -0.0390625 0xbd200000 -0.0390625 0x00000000 0 0
017 0xbca00000 -0.01953125 10000 0 0 000 10000 0 0 00 0xbca00000 -0.01953125 0xbca00000 -0.01953125 0x00000000 0 0
018 0xbc200000 -0.009765625 10000 0 0 000 10000 0 0 00 0xbc200000 -0.009765625 0xbc200000 -0.009765625 0x00000000 0 0
019 0xbba00000 -0.0048828125 10000 0 0 000 10000 0 0 00 0xbba00000 -0.0048828125 0xbba00000 -0.0048828125 0x00000000 0 0
020 0xbb200000 -0.00244140625 10000 0 0 000 10000 0 0 00 0xbb200000 -0.00244140625 0xbb200000 -0.00244140625 0x00000000 0 0
021 0xbaa00000 -0.00122070312 10000 0 0 000 10000 0 0 00 0xbaa00000 -0.00122070312 0xbaa00000 -0.00122070312 0x00000000 0 0
022 0xbf800000 -1 11000 1 0 000 11100 3 0 00 0x00000000 0 0x00000000 0 0x00000000 0 0
023 0xbf000000 -0.5 10100 0 4 100 11000 2 0 00 0x00000000 0 0x00000000 0 0x00000000 0 0
024 0xbe800000 -0.25 10010 0 2 010 10100 1 0 00 0x00000000 0 0x00000000 0 0x00000000 0 0
025 0xbe000000 -0.125 10001 0 1 001 10010 0 2 10 0x00000000 0 0x00000000 0 0x00000000 0 0
026 0xbd800000 -0.0625 10000 0 0 000 10001 0 1 01 0xbd800000 -0.0625 0x00000000 0 0xbb800000 -0.00390625 -0.25
027 0xbd000000 -0.03125 10000 0 0 000 10000 0 0 00 0xbd000000 -0.03125 0xbd000000 -0.03125 0x00000000 0 0
028 0xbc800000 -0.015625 10000 0 0 000 10000 0 0 00 0xbc800000 -0.015625 0xbc800000 -0.015625 0x00000000 0 0
029 0xbc000000 -0.0078125 10000 0 0 000 10000 0 0 00 0xbc000000 -0.0078125 0xbc000000 -0.0078125 0x00000000 0 0
030 0xbb800000 -0.00390625 10000 0 0 000 10000 0 0 00 0xbb800000 -0.00390625 0xbb800000 -0.00390625 0x00000000 0 0
031 0xbb000000 -0.001953125 10000 0 0 000 10000 0 0 00 0xbb000000 -0.001953125 0xbb000000 -0.001953125 0x00000000 0 0
032 0xba800000 -0.0009765625 10000 0 0 000 10000 0 0 00 0xba800000 -0.0009765625 0xba800000 -0.0009765625 0x00000000 0 0
033 0xbf400000 -0.75 10110 0 6 110 11010 2 2 10 0x00000000 0 0x00000000 0 0x00000000 0 0
034 0xbec00000 -0.375 10011 0 3 011 10110 1 2 10 0x00000000 0 0x00000000 0 0x00000000 0 0
035 0xbe400000 -0.1875 10001 0 1 001 10011 0 3 11 0xbd800000 -0.0625 0x00000000 0 0xbb800000 -0.00390625 -0.25
036 0xbdc00000 -0.09375 10000 0 0 000 10001 0 1 01 0xbdc00000 -0.09375 0xbd000000 -0.03125 0xbc000000 -0.0078125 -0.5
037 0xbd400000 -0.046875 10000 0 0 000 10000 0 0 00 0xbd400000 -0.046875 0xbd400000 -0.046875 0x00000000 0 0
038 0xbcc00000 -0.0234375 10000 0 0 000 10000 0 0 00 0xbcc00000 -0.0234375 0xbcc00000 -0.0234375 0x00000000 0 0
039 0xbc400000 -0.01171875 10000 0 0 000 10000 0 0 00 0xbc400000 -0.01171875 0xbc400000 -0.01171875 0x00000000 0 0
040 0xbbc00000 -0.005859375 10000 0 0 000 10000 0 0 00 0xbbc00000 -0.005859375 0xbbc00000 -0.005859375 0x00000000 0 0
041 0xbb400000 -0.0029296875 10000 0 0 000 10000 0 0 00 0xbb400000 -0.0029296875 0xbb400000 -0.0029296875 0x00000000 0 0
042 0xbac00000 -0.00146484375 10000 0 0 000 10000 0 0 00 0xbac00000 -0.00146484375 0xbac00000 -0.00146484375 0x00000000 0 0
043 0xba400000 -0.000732421875 10000 0 0 000 10000 0 0 00 0xba400000 -0.000732421875 0xba400000 -0.000732421875 0x00000000 0 0
044 0xbf000000 -0.5 10100 0 4 100 11000 2 0 00 0x00000000 0 0x00000000 0 0x00000000 0 0
045 0xbe800000 -0.25 10010 0 2 010 10100 1 0 00 0x00000000 0 0x00000000 0 0x00000000 0 0
046 0xbe000000 -0.125 10001 0 1 001 10010 0 2 10 0x00000000 0 0x00000000 0 0x00000000 0 0
047 0xbd800000 -0.0625 10000 0 0 000 10001 0 1 01 0xbd800000 -0.0625 0x00000000 0 0xbb800000 -0.00390625 -0.25
048 0xbd000000 -0.03125 10000 0 0 000 10000 0 0 00 0xbd000000 -0.03125 0xbd000000 -0.03125 0x00000000 0 0
049 0xbc800000 -0.015625 10000 0 0 000 10000 0 0 00 0xbc800000 -0.015625 0xbc800000 -0.015625 0x00000000 0 0
050 0xbc000000 -0.0078125 10000 0 0 000 10000 0 0 00 0xbc000000 -0.0078125 0xbc000000 -0.0078125 0x00000000 0 0
