# pseudo_MSE hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=50
# chunk_size=128
# e2_win_divisor=4
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# raw_fp32 values are provided only to test the pre-scale path
# feed scaled_fp32 values to the pseudo_MSE block, or compute scaled_fp32 = raw_fp32 / chunk_scale
# decision rule: choose_exp2 if floor(expected_e2_wins / e2_win_divisor) >= expected_e1_wins else choose_exp1
# expected_error rows: selected chunk error matching expected_decision, as fp32_hex fp32_dec
# expected_e1_wins/expected_e2_wins rows: per-value pseudo_diff winners; ties are not counted
# expected_e2_wins_shifted row: floor(expected_e2_wins / e2_win_divisor), used only for expected_decision
# expected_e2_wins_shift2 row: legacy floor(expected_e2_wins / 4) diagnostic
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE quantization
# q_exp*_exp_field and q_exp*_mant_field are the stored exponent and mantissa fields as integers
# q_exp*_mant_bits are the stored mantissa fields as zero-padded binary strings
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# chunk_diff_exp2_minus_exp1 is the signed sum of pseudo_diff values for debug; it does not drive expected_decision
# pseudo_diff_exp2_minus_exp1 is the bit-level pseudo err2-err1 signal for each value
# value mode: raw-and-scaled
# chunk_scale rows: chunk_scale chunk_scale_fp32_hex chunk_scale_fp32_dec
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_raw_value raw_fp32_hex raw_fp32_dec, chunk_max_abs_raw_abs raw_abs_fp32_hex raw_abs_fp32_dec, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# raw max alias rows: raw_max_abs_index, raw_max_abs_value, raw_max_abs_abs
# raw-and-scaled max summary rows: raw_and_scaled_max_abs value_index scale_fp32_hex scale_fp32_dec raw_value_fp32_hex raw_value_fp32_dec raw_abs_fp32_hex raw_abs_fp32_dec scaled_value_fp32_hex scaled_value_fp32_dec scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
# scaled_fp32_dec = raw_fp32_dec / scale_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 64
expected_e1_wins 64
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
raw_max_abs_index 127
raw_max_abs_value 0xbfff8000 -1.99609375
raw_max_abs_abs 0x3fff8000 1.99609375
chunk_max_abs_raw_value 0xbfff8000 -1.99609375
chunk_max_abs_raw_abs 0x3fff8000 1.99609375
raw_and_scaled_max_abs 127 0x3f800000 1 0xbfff8000 -1.99609375 0x3fff8000 1.99609375 0xbfff8000 -1.99609375 0x3fff8000 1.99609375
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
062 0x3efcff00 0.494132996 0x3efcff00 0.494132996 000111 0 7 0111 001111 1 7 111 0x3d67f800 0.0566329956 0x3ccff000 0.0253829956 0xbf800000 -1
063 0xbb7f0100 -0.00389105082 0xbb7f0100 -0.00389105082 100000 0 0 0000 100000 0 0 000 0xbb7f0100 -0.00389105082 0xbb7f0100 -0.00389105082 0x00000000 0
064 0xbf820200 -1.01568604 0xbf820200 -1.01568604 110000 1 0 0000 111000 3 0 000 0xbc808000 -0.0156860352 0xbc808000 -0.0156860352 0x00000000 0
065 0xbb8bfc00 -0.0042719841 0xbb8bfc00 -0.0042719841 100000 0 0 0000 100000 0 0 000 0xbb8bfc00 -0.0042719841 0xbb8bfc00 -0.0042719841 0x00000000 0
066 0xbf0a0200 -0.539093018 0xbf0a0200 -0.539093018 101000 0 8 1000 110000 2 0 000 0xbd202000 -0.0390930176 0xbd202000 -0.0390930176 0x00000000 0
067 0x3c1bfc00 0.0095205307 0x3c1bfc00 0.0095205307 000000 0 0 0000 000000 0 0 000 0x3c1bfc00 0.0095205307 0x3c1bfc00 0.0095205307 0x00000000 0
068 0x3ba24040 0.00495150685 0x3ba24040 0.00495150685 000000 0 0 0000 000000 0 0 000 0x3ba24040 0.00495150685 0x3ba24040 0.00495150685 0x00000000 0
069 0xbc580800 -0.0131855011 0xbc580800 -0.0131855011 100000 0 0 0000 100000 0 0 000 0xbc580800 -0.0131855011 0xbc580800 -0.0131855011 0x00000000 0
070 0xbcb3fc00 -0.0219707489 0xbcb3fc00 -0.0219707489 100000 0 0 0000 100000 0 0 000 0xbcb3fc00 -0.0219707489 0xbcb3fc00 -0.0219707489 0x00000000 0
071 0xbbc77f80 -0.00608819723 0xbbc77f80 -0.00608819723 100000 0 0 0000 100000 0 0 000 0xbbc77f80 -0.00608819723 0xbbc77f80 -0.00608819723 0x00000000 0
072 0xbaa1fe00 -0.00123590231 0xbaa1fe00 -0.00123590231 100000 0 0 0000 100000 0 0 000 0xbaa1fe00 -0.00123590231 0xbaa1fe00 -0.00123590231 0x00000000 0
073 0xbba60200 -0.00506615639 0xbba60200 -0.00506615639 100000 0 0 0000 100000 0 0 000 0xbba60200 -0.00506615639 0xbba60200 -0.00506615639 0x00000000 0
074 0xbad3fc00 -0.00161731243 0xbad3fc00 -0.00161731243 100000 0 0 0000 100000 0 0 000 0xbad3fc00 -0.00161731243 0xbad3fc00 -0.00161731243 0x00000000 0
075 0x3edbfc00 0.429656982 0x3edbfc00 0.429656982 000110 0 6 0110 001101 1 5 101 0x3d5fe000 0.0546569824 0x3cbfc000 0.0234069824 0xbf800000 -1
076 0x3e263fc0 0.162352562 0x3e263fc0 0.162352562 000010 0 2 0010 000101 0 5 101 0x3d18ff00 0.037352562 0x3bc7f800 0.00610256195 0xbf800000 -1
077 0xbd4d7f80 -0.0501704216 0xbd4d7f80 -0.0501704216 100000 0 0 0000 100001 0 1 001 0xbd4d7f80 -0.0501704216 0xbc9aff00 -0.0189204216 0xbf800000 -1
078 0xbd274040 -0.0408327579 0xbd274040 -0.0408327579 100000 0 0 0000 100001 0 1 001 0xbd274040 -0.0408327579 0xbc1d0100 -0.00958275795 0xbf800000 -1
079 0x3bcf8080 0.00633245707 0x3bcf8080 0.00633245707 000000 0 0 0000 000000 0 0 000 0x3bcf8080 0.00633245707 0x3bcf8080 0.00633245707 0x00000000 0
080 0x3d83fc00 0.0644454956 0x3d83fc00 0.0644454956 000001 0 1 0001 000010 0 2 010 0x3aff0000 0.00194549561 0x3aff0000 0.00194549561 0x80000000 -0
081 0x3dd17f80 0.102293968 0x3dd17f80 0.102293968 000001 0 1 0001 000011 0 3 011 0x3d22ff00 0.0397939682 0x3c0bfc00 0.0085439682 0xbf800000 -1
082 0xbcd28080 -0.0256960392 0xbcd28080 -0.0256960392 100000 0 0 0000 100000 0 0 000 0xbcd28080 -0.0256960392 0xbcd28080 -0.0256960392 0x00000000 0
083 0x3ecdfe00 0.402328491 0x3ecdfe00 0.402328491 000110 0 6 0110 001100 1 4 100 0x3cdfe000 0.0273284912 0x3cdfe000 0.0273284912 0x80000000 -0
084 0x3ea40400 0.320343018 0x3ea40400 0.320343018 000101 0 5 0101 001010 1 2 010 0x3c008000 0.00784301758 0x3c008000 0.00784301758 0x80000000 -0
085 0xbad60200 -0.00163275003 0xbad60200 -0.00163275003 100000 0 0 0000 100000 0 0 000 0xbad60200 -0.00163275003 0xbad60200 -0.00163275003 0x00000000 0
086 0x3b59fe00 0.00332629681 0x3b59fe00 0.00332629681 000000 0 0 0000 000000 0 0 000 0x3b59fe00 0.00332629681 0x3b59fe00 0.00332629681 0x00000000 0
087 0xbc5e0200 -0.0135502815 0xbc5e0200 -0.0135502815 100000 0 0 0000 100000 0 0 000 0xbc5e0200 -0.0135502815 0xbc5e0200 -0.0135502815 0x00000000 0
088 0xbc587f80 -0.0132139921 0xbc587f80 -0.0132139921 100000 0 0 0000 100000 0 0 000 0xbc587f80 -0.0132139921 0xbc587f80 -0.0132139921 0x00000000 0
089 0x3ce60200 0.0280771255 0x3ce60200 0.0280771255 000000 0 0 0000 000000 0 0 000 0x3ce60200 0.0280771255 0x3ce60200 0.0280771255 0x00000000 0
090 0xbea7f800 -0.328063965 0xbea7f800 -0.328063965 100101 0 5 0101 101010 1 2 010 0xbc7f0000 -0.0155639648 0xbc7f0000 -0.0155639648 0x80000000 -0
091 0xbc370100 -0.011169672 0xbc370100 -0.011169672 100000 0 0 0000 100000 0 0 000 0xbc370100 -0.011169672 0xbc370100 -0.011169672 0x00000000 0
092 0xbaae3fc0 -0.00132941455 0xbaae3fc0 -0.00132941455 100000 0 0 0000 100000 0 0 000 0xbaae3fc0 -0.00132941455 0xbaae3fc0 -0.00132941455 0x00000000 0
093 0xbcf60200 -0.0300302505 0xbcf60200 -0.0300302505 100000 0 0 0000 100000 0 0 000 0xbcf60200 -0.0300302505 0xbcf60200 -0.0300302505 0x00000000 0
094 0x3abcff00 0.00144192576 0x3abcff00 0.00144192576 000000 0 0 0000 000000 0 0 000 0x3abcff00 0.00144192576 0x3abcff00 0.00144192576 0x00000000 0
095 0x3e2fbfc0 0.171629906 0x3e2fbfc0 0.171629906 000010 0 2 0010 000101 0 5 101 0x3d3eff00 0.0466299057 0x3c7bfc00 0.0153799057 0xbf800000 -1
096 0xbc020200 -0.00793504715 0xbc020200 -0.00793504715 100000 0 0 0000 100000 0 0 000 0xbc020200 -0.00793504715 0xbc020200 -0.00793504715 0x00000000 0
097 0xbf060200 -0.523468018 0xbf060200 -0.523468018 101000 0 8 1000 110000 2 0 000 0xbcc04000 -0.0234680176 0xbcc04000 -0.0234680176 0x00000000 0
098 0xbc27f800 -0.0102519989 0xbc27f800 -0.0102519989 100000 0 0 0000 100000 0 0 000 0xbc27f800 -0.0102519989 0xbc27f800 -0.0102519989 0x00000000 0
099 0xbcb1bfc0 -0.0216978788 0xbcb1bfc0 -0.0216978788 100000 0 0 0000 100000 0 0 000 0xbcb1bfc0 -0.0216978788 0xbcb1bfc0 -0.0216978788 0x00000000 0
100 0xbb11fe00 -0.00222766399 0xbb11fe00 -0.00222766399 100000 0 0 0000 100000 0 0 000 0xbb11fe00 -0.00222766399 0xbb11fe00 -0.00222766399 0x00000000 0
101 0xbecaff00 -0.396476746 0xbecaff00 -0.396476746 100110 0 6 0110 101100 1 4 100 0xbcaff000 -0.0214767456 0xbcaff000 -0.0214767456 0x80000000 -0
102 0x3ee68080 0.450199127 0x3ee68080 0.450199127 000111 0 7 0111 001110 1 6 110 0x3c501000 0.0126991272 0x3c501000 0.0126991272 0x80000000 -0
103 0x3fb3c040 1.4043045 0x3fb3c040 1.4043045 010110 1 6 0110 011011 3 3 011 0x3cf01000 0.0293045044 0x3cf01000 0.0293045044 0x00000000 0
104 0x3b688080 0.00354769826 0x3b688080 0.00354769826 000000 0 0 0000 000000 0 0 000 0x3b688080 0.00354769826 0x3b688080 0.00354769826 0x00000000 0
105 0xbc180800 -0.0092792511 0xbc180800 -0.0092792511 100000 0 0 0000 100000 0 0 000 0xbc180800 -0.0092792511 0xbc180800 -0.0092792511 0x00000000 0
106 0xbc54ff00 -0.0130002499 0xbc54ff00 -0.0130002499 100000 0 0 0000 100000 0 0 000 0xbc54ff00 -0.0130002499 0xbc54ff00 -0.0130002499 0x00000000 0
107 0xbe570100 -0.209964752 0xbe570100 -0.209964752 100011 0 3 0011 100110 0 6 110 0xbcb80800 -0.0224647522 0xbcb80800 -0.0224647522 0x80000000 -0
108 0x3d590100 0.0529794693 0x3d590100 0.0529794693 000000 0 0 0000 000001 0 1 001 0x3d590100 0.0529794693 0x3cb20200 0.0217294693 0xbf800000 -1
109 0xbcdb0100 -0.0267338753 0xbcdb0100 -0.0267338753 100000 0 0 0000 100000 0 0 000 0xbcdb0100 -0.0267338753 0xbcdb0100 -0.0267338753 0x00000000 0
110 0x3b5cff00 0.00337213278 0x3b5cff00 0.00337213278 000000 0 0 0000 000000 0 0 000 0x3b5cff00 0.00337213278 0x3b5cff00 0.00337213278 0x00000000 0
111 0x3d37bfc0 0.0448606014 0x3d37bfc0 0.0448606014 000000 0 0 0000 000001 0 1 001 0x3d37bfc0 0.0448606014 0x3c5eff00 0.0136106014 0xbf800000 -1
112 0xbc080800 -0.0083026886 0xbc080800 -0.0083026886 100000 0 0 0000 100000 0 0 000 0xbc080800 -0.0083026886 0xbc080800 -0.0083026886 0x00000000 0
113 0x3c0c0400 0.00854587555 0x3c0c0400 0.00854587555 000000 0 0 0000 000000 0 0 000 0x3c0c0400 0.00854587555 0x3c0c0400 0.00854587555 0x00000000 0
114 0x3aca0200 0.0015411973 0x3aca0200 0.0015411973 000000 0 0 0000 000000 0 0 000 0x3aca0200 0.0015411973 0x3aca0200 0.0015411973 0x00000000 0
115 0xbf738080 -0.951179504 0xbf738080 -0.951179504 101111 0 15 1111 110111 2 7 111 0xbc602000 -0.0136795044 0xbc602000 -0.0136795044 0x00000000 0
116 0x3e68ff00 0.227535248 0x3e68ff00 0.227535248 000011 0 3 0011 000111 0 7 111 0x3d23fc00 0.0400352478 0x3c0ff000 0.0087852478 0xbf800000 -1
117 0xbc57f800 -0.0131816864 0xbc57f800 -0.0131816864 100000 0 0 0000 100000 0 0 000 0xbc57f800 -0.0131816864 0xbc57f800 -0.0131816864 0x00000000 0
118 0xbfb3fc00 -1.40612793 0xbfb3fc00 -1.40612793 110110 1 6 0110 111011 3 3 011 0xbcff0000 -0.0311279297 0xbcff0000 -0.0311279297 0x00000000 0
119 0xbc6f0100 -0.0145876408 0xbc6f0100 -0.0145876408 100000 0 0 0000 100000 0 0 000 0xbc6f0100 -0.0145876408 0xbc6f0100 -0.0145876408 0x00000000 0
120 0x3d080800 0.0332107544 0x3d080800 0.0332107544 000000 0 0 0000 000001 0 1 001 0x3d080800 0.0332107544 0x3b008000 0.00196075439 0xbf800000 -1
121 0xbb660200 -0.00350964069 0xbb660200 -0.00350964069 100000 0 0 0000 100000 0 0 000 0xbb660200 -0.00350964069 0xbb660200 -0.00350964069 0x00000000 0
122 0x3f74ff00 0.957015991 0x3f74ff00 0.957015991 001111 0 15 1111 010111 2 7 111 0x3c9fe000 0.0195159912 0x3c9fe000 0.0195159912 0x00000000 0
123 0xbf770100 -0.964859009 0xbf770100 -0.964859009 101111 0 15 1111 110111 2 7 111 0xbce02000 -0.0273590088 0xbce02000 -0.0273590088 0x00000000 0
124 0x3efc8080 0.493167877 0x3efc8080 0.493167877 000111 0 7 0111 001111 1 7 111 0x3d640400 0.0556678772 0x3cc80800 0.0244178772 0xbf800000 -1
125 0x3d7d7f80 0.0618891716 0x3d7d7f80 0.0618891716 000000 0 0 0000 000001 0 1 001 0x3d7d7f80 0.0618891716 0x3cfaff00 0.0306391716 0xbf800000 -1
126 0xbffe7f80 -1.98826599 0xbffe7f80 -1.98826599 111111 1 15 1111 111111 3 7 111 0xbd4ff000 -0.0507659912 0xbde7f800 -0.113265991 0x3f800000 1
127 0x3bfdfe00 0.00775122643 0x3bfdfe00 0.00775122643 000000 0 0 0000 000000 0 0 000 0x3bfdfe00 0.00775122643 0x3bfdfe00 0.00775122643 0x00000000 0
VALUES_END
END_CHUNK 20
BEGIN_CHUNK 21
err_exp1 0.0395800211
err_exp2 0.0356704183
chunk_diff_exp2_minus_exp1 -8
expected_e1_wins 2
expected_e2_wins 10
expected_e2_wins_shifted 2
expected_e2_wins_shift2 2
expected_decision exp2
expected_error 0x3d121b25 0.0356704183
chunk_max_abs_index 2
raw_max_abs_index 2
raw_max_abs_value 0xbfd3585e -1.65113425
raw_max_abs_abs 0x3fd3585e 1.65113425
chunk_max_abs_raw_value 0xbfd3585e -1.65113425
chunk_max_abs_raw_abs 0x3fd3585e 1.65113425
raw_and_scaled_max_abs 2 0x3f800000 1 0xbfd3585e -1.65113425 0x3fd3585e 1.65113425 0xbfd3585e -1.65113425 0x3fd3585e 1.65113425
chunk_max_abs_scaled_value 0xbfd3585e -1.65113425
chunk_max_abs_scaled_abs 0x3fd3585e 1.65113425
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0xbd532929 -0.0515529253 0xbd532929 -0.0515529253 100000 0 0 0000 100001 0 1 001 0xbd532929 -0.0515529253 0xbca65252 -0.0203029253 0xbf800000 -1
001 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
002 0xbfd3585e -1.65113425 0xbfd3585e -1.65113425 111010 1 10 1010 111101 3 5 101 0xbcd61780 -0.0261342525 0xbcd61780 -0.0261342525 0x00000000 0
003 0xbe66cd2d -0.225392058 0xbe66cd2d -0.225392058 100011 0 3 0011 100111 0 7 111 0xbd1b34b4 -0.0378920585 0xbbd9a5a0 -0.00664205849 0xbf800000 -1
004 0xbcd4b8f7 -0.0259671044 0xbcd4b8f7 -0.0259671044 100000 0 0 0000 100000 0 0 000 0xbcd4b8f7 -0.0259671044 0xbcd4b8f7 -0.0259671044 0x00000000 0
005 0xbcbcef89 -0.023063438 0xbcbcef89 -0.023063438 100000 0 0 0000 100000 0 0 000 0xbcbcef89 -0.023063438 0xbcbcef89 -0.023063438 0x00000000 0
006 0x3cc4abb4 0.0240076557 0x3cc4abb4 0.0240076557 000000 0 0 0000 000000 0 0 000 0x3cc4abb4 0.0240076557 0x3cc4abb4 0.0240076557 0x00000000 0
007 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
008 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
009 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
010 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
011 0xbceea310 -0.0291304886 0xbceea310 -0.0291304886 100000 0 0 0000 100000 0 0 000 0xbceea310 -0.0291304886 0xbceea310 -0.0291304886 0x00000000 0
012 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
013 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
014 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
015 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
016 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
017 0x3f279e4d 0.654759228 0x3f279e4d 0.654759228 001010 0 10 1010 010010 2 2 010 0x3cf3c9a0 0.0297592282 0x3cf3c9a0 0.0297592282 0x00000000 0
018 0x3b4547f1 0.00301026949 0x3b4547f1 0.00301026949 000000 0 0 0000 000000 0 0 000 0x3b4547f1 0.00301026949 0x3b4547f1 0.00301026949 0x00000000 0
019 0xbd822641 -0.063549526 0xbd822641 -0.063549526 100001 0 1 0001 100010 0 2 010 0xba899040 -0.00104952604 0xba899040 -0.00104952604 0x80000000 -0
020 0x3c32de83 0.0109173087 0x3c32de83 0.0109173087 000000 0 0 0000 000000 0 0 000 0x3c32de83 0.0109173087 0x3c32de83 0.0109173087 0x00000000 0
021 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
022 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
023 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
024 0x3fac7c99 1.34755242 0x3fac7c99 1.34755242 010101 1 5 0101 011010 3 2 010 0x3d0f9320 0.0350524187 0x3dc7c990 0.0975524187 0x3f800000 1
025 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
026 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
027 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
028 0xbbcc349f -0.00623185886 0xbbcc349f -0.00623185886 100000 0 0 0000 100000 0 0 000 0xbbcc349f -0.00623185886 0xbbcc349f -0.00623185886 0x00000000 0
029 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
030 0x3cb60c05 0.0222225282 0x3cb60c05 0.0222225282 000000 0 0 0000 000000 0 0 000 0x3cb60c05 0.0222225282 0x3cb60c05 0.0222225282 0x00000000 0
031 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
032 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
033 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
034 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
035 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
036 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
037 0xbe837ef9 -0.256828099 0xbe837ef9 -0.256828099 100100 0 4 0100 101000 1 0 000 0xbbdfbe40 -0.00682809949 0xbbdfbe40 -0.00682809949 0x80000000 -0
038 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
039 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
040 0xbb2b10af -0.00261024735 0xbb2b10af -0.00261024735 100000 0 0 0000 100000 0 0 000 0xbb2b10af -0.00261024735 0xbb2b10af -0.00261024735 0x00000000 0
041 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
042 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
043 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
044 0x3ae811b2 0.00177054689 0x3ae811b2 0.00177054689 000000 0 0 0000 000000 0 0 000 0x3ae811b2 0.00177054689 0x3ae811b2 0.00177054689 0x00000000 0
045 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
046 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
047 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
048 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
049 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
050 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
051 0xbd20d130 -0.0392619967 0xbd20d130 -0.0392619967 100000 0 0 0000 100001 0 1 001 0xbd20d130 -0.0392619967 0xbc0344c0 -0.00801199675 0xbf800000 -1
052 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
053 0xbda368c8 -0.0797896981 0xbda368c8 -0.0797896981 100001 0 1 0001 100010 0 2 010 0xbc8da320 -0.0172896981 0xbc8da320 -0.0172896981 0x80000000 -0
054 0x3c94ac44 0.0181485489 0x3c94ac44 0.0181485489 000000 0 0 0000 000000 0 0 000 0x3c94ac44 0.0181485489 0x3c94ac44 0.0181485489 0x00000000 0
055 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
056 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
057 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
058 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
059 0xbfacdb27 -1.350438 0xbfacdb27 -1.350438 110101 1 5 0101 111010 3 2 010 0xbd1b64e0 -0.0379379988 0xbdcdb270 -0.100437999 0x3f800000 1
060 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
061 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
062 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
063 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
064 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
065 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
066 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
067 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
068 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
069 0x00000000 0 0x00000000 0 000000 0 0 0000 000000 0 0 000 0x00000000 0 0x00000000 0 0x00000000 0
