# pseudo_MSE hardware test vectors
# seed=20260625
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=10
# chunk_size=128
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# raw_fp32 values are provided only to test the pre-scale path
# feed scaled_fp32 values to the pseudo_MSE block, or compute scaled_fp32 = raw_fp32 / chunk_scale
# decision rule: choose_exp2 if sum((scaled-q_exp2)^2 - (scaled-q_exp1)^2) < 0 else choose_exp1
# value mode: raw-and-scaled
# chunk_scale rows: chunk_scale chunk_scale_fp32_hex chunk_scale_fp32_dec
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_raw_value raw_fp32_hex raw_fp32_dec, chunk_max_abs_raw_abs raw_abs_fp32_hex raw_abs_fp32_dec, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# raw max alias rows: raw_max_abs_index, raw_max_abs_value, raw_max_abs_abs
# raw-and-scaled max summary rows: raw_and_scaled_max_abs value_index scale_fp32_hex scale_fp32_dec raw_value_fp32_hex raw_value_fp32_dec raw_abs_fp32_hex raw_abs_fp32_dec scaled_value_fp32_hex scaled_value_fp32_dec scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec
# scaled_fp32_dec = raw_fp32_dec / scale_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.00207519531
err_exp2 0.0107421875
chunk_diff_exp2_minus_exp1 0.00866699219
expected_decision exp1
chunk_max_abs_index 127
raw_max_abs_index 127
raw_max_abs_value 0xbfff8000 -1.99609375
raw_max_abs_abs 0x3fff8000 1.99609375
chunk_max_abs_raw_value 0xbfff8000 -1.99609375
chunk_max_abs_raw_abs 0x3fff8000 1.99609375
raw_and_scaled_max_abs 127 0x3f800000 1 0xbfff8000 -1.99609375 0x3fff8000 1.99609375 0xbfff8000 -1.99609375 0x3fff8000 1.99609375
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec
VALUES_BEGIN
002 0x3bf3546d 0.00742583582 0x3bf3546d 0.00742583582
003 0xbb4af4b8 -0.00309686176 0xbb4af4b8 -0.00309686176
004 0xbd6928ec -0.0569237918 0xbd6928ec -0.0569237918
005 0x3d2f9620 0.0428677797 0x3d2f9620 0.0428677797
006 0xbe5f6730 -0.218167067 0xbe5f6730 -0.218167067
007 0x3b790d68 0.00380023755 0x3b790d68 0.00380023755
008 0xbc3c3f03 -0.0114896325 0xbc3c3f03 -0.0114896325
009 0x3e3eca1a 0.186317831 0x3e3eca1a 0.186317831
010 0x3c88e7fa 0.0167121775 0x3c88e7fa 0.0167121775
011 0xbc53313b -0.0128901554 0xbc53313b -0.0128901554
012 0x3e93510b 0.287727684 0x3e93510b 0.287727684
013 0xbae67c54 -0.00175846601 0xbae67c54 -0.00175846601
014 0x3a89f896 0.00105263549 0x3a89f896 0.00105263549
015 0x3c3727fd 0.0111789675 0x3c3727fd 0.0111789675
016 0x3efd43fc 0.494659305 0x3efd43fc 0.494659305
017 0x3ad1d26e 0.00160081475 0x3ad1d26e 0.00160081475
018 0xbb3b4bec -0.00285791885 0xbb3b4bec -0.00285791885
019 0x3fec7b1e 1.84750724 0x3fec7b1e 1.84750724
020 0x3f337440 0.700992584 0x3f337440 0.700992584
021 0xbbdb469a -0.00669176597 0xbbdb469a -0.00669176597
022 0xbf7ca940 -0.98695755 0xbf7ca940 -0.98695755
023 0xbffeeb6d -1.99155962 0xbffeeb6d -1.99155962
024 0x3cfecb9e 0.0311029516 0x3cfecb9e 0.0311029516
025 0xbfd7e4ff -1.68667591 0xbfd7e4ff -1.68667591
026 0x3d6ea62c 0.0582639426 0x3d6ea62c 0.0582639426
027 0x3e441426 0.19148311 0x3e441426 0.19148311
028 0x3e4f02c1 0.202158943 0x3e4f02c1 0.202158943
029 0xbdd01ce4 -0.101617604 0xbdd01ce4 -0.101617604
030 0xbe937386 -0.287990749 0xbe937386 -0.287990749
031 0xbe955ef4 -0.29174006 0xbe955ef4 -0.29174006
032 0x3e160e46 0.146538824 0x3e160e46 0.146538824
033 0xbd9d1f56 -0.0767199248 0xbd9d1f56 -0.0767199248
034 0xbc0cbb94 -0.00858964399 0xbc0cbb94 -0.00858964399
035 0x3ed08ad0 0.407309055 0x3ed08ad0 0.407309055
036 0x3f452060 0.770025253 0x3f452060 0.770025253
037 0xbb8da8a4 -0.00432308204 0xbb8da8a4 -0.00432308204
038 0xbab9fc9c -0.00141896633 0xbab9fc9c -0.00141896633
039 0xbfc7c143 -1.56058538 0xbfc7c143 -1.56058538
040 0xbc8a4b6c -0.0168816671 0xbc8a4b6c -0.0168816671
041 0x3b58c9ed 0.00330793415 0x3b58c9ed 0.00330793415
042 0xbf5d3b25 -0.864183724 0xbf5d3b25 -0.864183724
043 0xbb8cb3c8 -0.00429389253 0xbb8cb3c8 -0.00429389253
044 0xbca397de -0.0199698769 0xbca397de -0.0199698769
045 0xbe27837a -0.163587481 0xbe27837a -0.163587481
046 0xbab3e305 -0.00137242733 0xbab3e305 -0.00137242733
047 0xbd7af798 -0.0612712801 0xbd7af798 -0.0612712801
048 0x3e5b6ed2 0.214289933 0x3e5b6ed2 0.214289933
049 0xbe20c15a -0.156987578 0xbe20c15a -0.156987578
050 0xbc5b88a9 -0.0133992815 0xbc5b88a9 -0.0133992815
051 0x3b4c8e2c 0.00312126707 0x3b4c8e2c 0.00312126707
052 0xbecb3f74 -0.396968484 0xbecb3f74 -0.396968484
053 0x3d923484 0.0713892281 0x3d923484 0.0713892281
054 0xbe7a055c -0.244161069 0xbe7a055c -0.244161069
055 0x3e8f6349 0.280054361 0x3e8f6349 0.280054361
056 0x3d8d7998 0.0690795779 0x3d8d7998 0.0690795779
057 0xbf759c27 -0.959413946 0xbf759c27 -0.959413946
058 0x3a89880c 0.00104928156 0x3a89880c 0.00104928156
059 0xbb4c4cb8 -0.00311736576 0xbb4c4cb8 -0.00311736576
060 0xbce418e3 -0.0278438982 0xbce418e3 -0.0278438982
061 0x3b3caa09 0.00287878723 0x3b3caa09 0.00287878723
062 0x3bf0d3e6 0.00734947901 0x3bf0d3e6 0.00734947901
063 0xbce74732 -0.0282321908 0xbce74732 -0.0282321908
064 0x3c309a46 0.0107789692 0x3c309a46 0.0107789692
065 0x3e8bbf10 0.272942066 0x3e8bbf10 0.272942066
066 0xbf484a1a -0.7823807 0xbf484a1a -0.7823807
067 0x3b1eaa38 0.0024210345 0x3b1eaa38 0.0024210345
068 0xbc6bd8db -0.0143949641 0xbc6bd8db -0.0143949641
069 0x3d4b5b67 0.0496477149 0x3d4b5b67 0.0496477149
070 0xbcd492c6 -0.0259488933 0xbcd492c6 -0.0259488933
071 0x3caba9aa 0.0209549256 0x3caba9aa 0.0209549256
072 0x3fcc08e3 1.5940212 0x3fcc08e3 1.5940212
073 0x3bf7481c 0.0075464379 0x3bf7481c 0.0075464379
074 0xbfe4cf65 -1.78757918 0xbfe4cf65 -1.78757918
075 0x3f0cff9d 0.550775349 0x3f0cff9d 0.550775349
076 0x3d2c1ff6 0.0420226678 0x3d2c1ff6 0.0420226678
077 0xbd5a81de -0.0533465073 0xbd5a81de -0.0533465073
078 0xbdfa866c -0.122326702 0xbdfa866c -0.122326702
079 0x3ea41f46 0.320551097 0x3ea41f46 0.320551097
080 0x3d5c27ee 0.0537490174 0x3d5c27ee 0.0537490174
081 0xbd91589c -0.0709697902 0xbd91589c -0.0709697902
082 0x3f4642e3 0.77445811 0x3f4642e3 0.77445811
083 0xbfd86246 -1.69049907 0xbfd86246 -1.69049907
084 0xbab25eb4 -0.0013608546 0xbab25eb4 -0.0013608546
085 0x3c00745e 0.0078402441 0x3c00745e 0.0078402441
086 0xbd429895 -0.0475087948 0xbd429895 -0.0475087948
087 0x3ae9ac04 0.00178277539 0x3ae9ac04 0.00178277539
088 0xbd91ca18 -0.0711862445 0xbd91ca18 -0.0711862445
089 0x3e3fc8ce 0.187289447 0x3e3fc8ce 0.187289447
090 0xbfe14d0b -1.76016366 0xbfe14d0b -1.76016366
091 0x3b8a5843 0.0042219474 0x3b8a5843 0.0042219474
092 0x3f1b68d0 0.607068062 0x3f1b68d0 0.607068062
093 0xbe256f20 -0.161556721 0xbe256f20 -0.161556721
094 0xbd895f8c -0.0670767725 0xbd895f8c -0.0670767725
095 0x3bac16e2 0.00525175128 0x3bac16e2 0.00525175128
096 0x3ec66c91 0.387547046 0x3ec66c91 0.387547046
097 0xbf978c16 -1.18396258 0xbf978c16 -1.18396258
098 0xbcae9b3a -0.0213142522 0xbcae9b3a -0.0213142522
099 0x3cea0876 0.0285684876 0x3cea0876 0.0285684876
100 0xbc0e5f95 -0.00868978072 0xbc0e5f95 -0.00868978072
101 0x3ee747b6 0.451718986 0x3ee747b6 0.451718986
102 0xbaf1750a -0.00184217212 0xbaf1750a -0.00184217212
103 0xbf27177e -0.652702212 0xbf27177e -0.652702212
104 0xbf9b3224 -1.21246767 0xbf9b3224 -1.21246767
105 0x3c19c09e 0.00938430242 0x3c19c09e 0.00938430242
106 0xbc2ad2cc -0.0104262345 0xbc2ad2cc -0.0104262345
107 0xbd23346e -0.0398449227 0xbd23346e -0.0398449227
108 0xbdf314ee -0.118692264 0xbdf314ee -0.118692264
109 0x3ae26e3b 0.00172752829 0x3ae26e3b 0.00172752829
110 0x3d39ac81 0.0453305282 0x3d39ac81 0.0453305282
111 0xbad0bfc4 -0.00159262912 0xbad0bfc4 -0.00159262912
112 0xbd506bd4 -0.0508840829 0xbd506bd4 -0.0508840829
113 0xbc9febfd -0.0195217077 0xbc9febfd -0.0195217077
114 0xbb94fa52 -0.00454644207 0xbb94fa52 -0.00454644207
115 0x3e937be7 0.288054675 0x3e937be7 0.288054675
116 0x3bbe028e 0.00579864439 0x3bbe028e 0.00579864439
117 0xbb0b6c44 -0.00212742481 0xbb0b6c44 -0.00212742481
118 0x3bb45756 0.00550357532 0x3bb45756 0.00550357532
119 0xbdba5192 -0.0909758955 0xbdba5192 -0.0909758955
120 0xbb346273 -0.00275245006 0xbb346273 -0.00275245006
121 0x3ff9f022 1.95264077 0x3ff9f022 1.95264077
122 0xbf5716ae -0.840189815 0xbf5716ae -0.840189815
123 0x3deb081a 0.114761546 0x3deb081a 0.114761546
124 0x3df18be0 0.117942572 0x3df18be0 0.117942572
125 0xbf12d362 -0.573537946 0xbf12d362 -0.573537946
126 0x3e079965 0.132421091 0x3e079965 0.132421091
127 0xbcad4824 -0.0211525634 0xbcad4824 -0.0211525634
VALUES_END
END_CHUNK 5
BEGIN_CHUNK 6
err_exp1 0.0405309983
err_exp2 0.0671162084
chunk_diff_exp2_minus_exp1 0.0265852083
expected_decision exp1
chunk_max_abs_index 89
raw_max_abs_index 89
raw_max_abs_value 0x3ffe6276 1.98737979
raw_max_abs_abs 0x3ffe6276 1.98737979
chunk_max_abs_raw_value 0x3ffe6276 1.98737979
chunk_max_abs_raw_abs 0x3ffe6276 1.98737979
raw_and_scaled_max_abs 89 0x3f800000 1 0x3ffe6276 1.98737979 0x3ffe6276 1.98737979 0x3ffe6276 1.98737979 0x3ffe6276 1.98737979
chunk_max_abs_scaled_value 0x3ffe6276 1.98737979
chunk_max_abs_scaled_abs 0x3ffe6276 1.98737979
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec
VALUES_BEGIN
000 0x3d0bbd18 0.0341158807 0x3d0bbd18 0.0341158807
001 0xbff7cfc7 -1.93602836 0xbff7cfc7 -1.93602836
002 0xbf9b21e0 -1.21197128 0xbf9b21e0 -1.21197128
003 0xbf76fa18 -0.964753628 0xbf76fa18 -0.964753628
004 0x3dd7d898 0.105393589 0x3dd7d898 0.105393589
005 0x3f03eec4 0.515362024 0x3f03eec4 0.515362024
006 0x3fbbde5a 1.46772313 0x3fbbde5a 1.46772313
007 0x3f0f1746 0.558948874 0x3f0f1746 0.558948874
008 0x3f109741 0.564807951 0x3f109741 0.564807951
009 0xbe1aaef6 -0.151058048 0xbe1aaef6 -0.151058048
010 0x3ee3c123 0.444832891 0x3ee3c123 0.444832891
011 0xbf94786f -1.15992534 0xbf94786f -1.15992534
012 0x3fcd97da 1.60619664 0x3fcd97da 1.60619664
013 0x3e4fcc9e 0.20292899 0x3e4fcc9e 0.20292899
014 0xbe1746f0 -0.147731543 0xbe1746f0 -0.147731543
015 0xbc2fdce0 -0.010733813 0xbc2fdce0 -0.010733813
016 0x3d325845 0.0435412116 0x3d325845 0.0435412116
017 0x3f4ec758 0.807729244 0x3f4ec758 0.807729244
018 0xbe03f83e -0.128876656 0xbe03f83e -0.128876656
019 0x3f0afc16 0.542909026 0x3f0afc16 0.542909026
020 0xbfbb6808 -1.46411228 0xbfbb6808 -1.46411228
021 0x3c91aa52 0.0177814104 0x3c91aa52 0.0177814104
022 0x3c70c1ed 0.014694673 0x3c70c1ed 0.014694673
023 0xbf7be064 -0.983892679 0xbf7be064 -0.983892679
024 0xbfe4febe -1.78902411 0xbfe4febe -1.78902411
025 0x3fd5b4c4 1.66957903 0x3fd5b4c4 1.66957903
026 0x3f7d584a 0.989628434 0x3f7d584a 0.989628434
027 0x3f11a4eb 0.568922698 0x3f11a4eb 0.568922698
028 0x3fee88c4 1.86354876 0x3fee88c4 1.86354876
029 0x3f62b26c 0.885535002 0x3f62b26c 0.885535002
030 0xbda25f89 -0.0792837813 0xbda25f89 -0.0792837813
031 0x3db5c8da 0.0887620002 0x3db5c8da 0.0887620002
032 0x3f09dc44 0.538517237 0x3f09dc44 0.538517237
033 0x3c2f3ec4 0.0106961168 0x3c2f3ec4 0.0106961168
034 0x3e7f4bc6 0.24931249 0x3e7f4bc6 0.24931249
035 0x3f5cd33b 0.862598121 0x3f5cd33b 0.862598121
036 0x3fc3797f 1.52714527 0x3fc3797f 1.52714527
037 0x3f25fc4e 0.648381114 0x3f25fc4e 0.648381114
038 0xbe50fe44 -0.204094946 0xbe50fe44 -0.204094946
039 0x3c3a6a5c 0.0113778971 0x3c3a6a5c 0.0113778971
040 0x3d0b6b49 0.034037862 0x3d0b6b49 0.034037862
041 0x3e35fc56 0.177720398 0x3e35fc56 0.177720398
042 0x3fce4b88 1.61168003 0x3fce4b88 1.61168003
043 0x3e813024 0.252320409 0x3e813024 0.252320409
044 0x3e4720c7 0.194460973 0x3e4720c7 0.194460973
045 0x3f49b364 0.787893534 0x3f49b364 0.787893534
046 0xbea050d1 -0.31311658 0xbea050d1 -0.31311658
047 0x3d4c8eb8 0.0499407947 0x3d4c8eb8 0.0499407947
048 0xbb12d538 -0.00224049203 0xbb12d538 -0.00224049203
049 0xbf5b2fa8 -0.856195927 0xbf5b2fa8 -0.856195927
050 0x3dc5b2d0 0.096532464 0x3dc5b2d0 0.096532464
051 0xbd2e17ec -0.0425032824 0xbd2e17ec -0.0425032824
052 0xbe077af0 -0.132304907 0xbe077af0 -0.132304907
053 0xbfcb4fd2 -1.58837342 0xbfcb4fd2 -1.58837342
054 0xbdbda0ec -0.0925920904 0xbdbda0ec -0.0925920904
055 0xbe47aff6 -0.195007175 0xbe47aff6 -0.195007175
056 0x3c56fa00 0.0131211281 0x3c56fa00 0.0131211281
057 0x3cb34e50 0.0218879282 0x3cb34e50 0.0218879282
058 0xbf2817ac -0.656611204 0xbf2817ac -0.656611204
059 0xba998412 -0.00117123337 0xba998412 -0.00117123337
060 0x3f0c33bf 0.547664583 0x3f0c33bf 0.547664583
061 0xbe44e164 -0.192266047 0xbe44e164 -0.192266047
062 0x3eef57f4 0.467467904 0x3eef57f4 0.467467904
063 0x3ee31f56 0.443598449 0x3ee31f56 0.443598449
064 0x3ca65097 0.0203021001 0x3ca65097 0.0203021001
065 0xbb91639e -0.00443692412 0xbb91639e -0.00443692412
066 0xbd16ddba -0.0368325487 0xbd16ddba -0.0368325487
067 0x3f398cc0 0.724803925 0x3f398cc0 0.724803925
068 0x3f71d060 0.9445858 0x3f71d060 0.9445858
069 0x3d2828e0 0.0410546064 0x3d2828e0 0.0410546064
070 0x3ff9abd2 1.95055604 0x3ff9abd2 1.95055604
071 0xbfd69fb4 -1.67674875 0xbfd69fb4 -1.67674875
072 0xbfb0d65c -1.38154173 0xbfb0d65c -1.38154173
073 0x3b8f3ae5 0.00437103445 0x3b8f3ae5 0.00437103445
074 0x3c90da1e 0.0176821314 0x3c90da1e 0.0176821314
075 0xbf43554e -0.763020396 0xbf43554e -0.763020396
076 0x3e198d97 0.149954185 0x3e198d97 0.149954185
077 0xbed512ac -0.41615808 0xbed512ac -0.41615808
078 0xbf1ab5a0 -0.604333878 0xbf1ab5a0 -0.604333878
079 0x3f71a358 0.943898678 0x3f71a358 0.943898678
080 0x3f7e062a 0.992281556 0x3f7e062a 0.992281556
081 0xbd23343a -0.039844729 0xbd23343a -0.039844729
082 0xbeeccabc -0.462484241 0xbeeccabc -0.462484241
083 0x3fd036d8 1.6266737 0x3fd036d8 1.6266737
084 0xbf0241f6 -0.508818984 0xbf0241f6 -0.508818984
085 0x3f8a326a 1.07966352 0x3f8a326a 1.07966352
086 0x3f2a0fcc 0.664303541 0x3f2a0fcc 0.664303541
087 0x3f9a2c49 1.20447648 0x3f9a2c49 1.20447648
088 0x3fd6648c 1.67494345 0x3fd6648c 1.67494345
089 0x3ffe6276 1.98737979 0x3ffe6276 1.98737979
090 0x3fee1cc0 1.86025238 0x3fee1cc0 1.86025238
091 0xbb29c482 -0.00259044813 0xbb29c482 -0.00259044813
092 0x3f650030 0.894534111 0x3f650030 0.894534111
093 0x3fa0cba0 1.25621414 0x3fa0cba0 1.25621414
094 0xbba8a99c -0.00514717214 0xbba8a99c -0.00514717214
095 0xbfa2e03f -1.27246845 0xbfa2e03f -1.27246845
096 0xbf518236 -0.818393111 0xbf518236 -0.818393111
097 0xbc475671 -0.0121666053 0xbc475671 -0.0121666053
098 0xbb96275c -0.00458232872 0xbb96275c -0.00458232872
099 0xbf405026 -0.751222968 0xbf405026 -0.751222968
100 0xbf9aaaf0 -1.2083416 0xbf9aaaf0 -1.2083416
101 0x3ee6e6d8 0.450979948 0x3ee6e6d8 0.450979948
102 0x3efd96d5 0.495291382 0x3efd96d5 0.495291382
103 0x3c8722c6 0.0164960735 0x3c8722c6 0.0164960735
104 0xbdc26761 -0.0949237421 0xbdc26761 -0.0949237421
105 0x3f9e5694 1.23701715 0x3f9e5694 1.23701715
106 0x3ebfc6b6 0.374562919 0x3ebfc6b6 0.374562919
107 0xbfc971aa -1.57378125 0xbfc971aa -1.57378125
108 0x3e8f117a 0.279430211 0x3e8f117a 0.279430211
109 0xbee3fe3c -0.445299029 0xbee3fe3c -0.445299029
110 0xbf3c6b54 -0.736012697 0xbf3c6b54 -0.736012697
111 0xbec05641 -0.375658065 0xbec05641 -0.375658065
112 0x3ef10dde 0.470808923 0x3ef10dde 0.470808923
113 0x3f1a9b78 0.603934765 0x3f1a9b78 0.603934765
114 0x3fc139ce 1.50957656 0x3fc139ce 1.50957656
115 0x3f947c86 1.16005015 0x3f947c86 1.16005015
116 0x3ae8a36e 0.00177489012 0x3ae8a36e 0.00177489012
117 0xbfede8fc -1.85867262 0xbfede8fc -1.85867262
118 0xbdf497b8 -0.119430006 0xbdf497b8 -0.119430006
119 0xbfef9ddc -1.87200499 0xbfef9ddc -1.87200499
120 0xbf22aee8 -0.635481358 0xbf22aee8 -0.635481358
121 0x3c8378b0 0.0160487592 0x3c8378b0 0.0160487592
122 0xbd9a05ef -0.0752066299 0xbd9a05ef -0.0752066299
123 0xbe90a86b -0.282534927 0xbe90a86b -0.282534927
124 0xbff799ec -1.93438482 0xbff799ec -1.93438482
125 0xbee86e18 -0.453964949 0xbee86e18 -0.453964949
126 0xbfdca0d2 -1.72365785 0xbfdca0d2 -1.72365785
127 0x3f407286 0.751747489 0x3f407286 0.751747489
VALUES_END
END_CHUNK 6
BEGIN_CHUNK 7
err_exp1 0.018099606
err_exp2 0.00442773104
chunk_diff_exp2_minus_exp1 -0.013671875
expected_decision exp2
chunk_max_abs_index 0
raw_max_abs_index 0
raw_max_abs_value 0xbfc00000 -1.5
raw_max_abs_abs 0x3fc00000 1.5
chunk_max_abs_raw_value 0xbfc00000 -1.5
chunk_max_abs_raw_abs 0x3fc00000 1.5
raw_and_scaled_max_abs 0 0x3f800000 1 0xbfc00000 -1.5 0x3fc00000 1.5 0xbfc00000 -1.5 0x3fc00000 1.5
chunk_max_abs_scaled_value 0xbfc00000 -1.5
chunk_max_abs_scaled_abs 0x3fc00000 1.5
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec
VALUES_BEGIN
000 0xbfc00000 -1.5 0xbfc00000 -1.5
001 0xbf400000 -0.75 0xbf400000 -0.75
002 0xbec00000 -0.375 0xbec00000 -0.375
003 0xbe400000 -0.1875 0xbe400000 -0.1875
004 0xbdc00000 -0.09375 0xbdc00000 -0.09375
005 0xbd400000 -0.046875 0xbd400000 -0.046875
006 0xbcc00000 -0.0234375 0xbcc00000 -0.0234375
007 0xbc400000 -0.01171875 0xbc400000 -0.01171875
008 0xbbc00000 -0.005859375 0xbbc00000 -0.005859375
009 0xbb400000 -0.0029296875 0xbb400000 -0.0029296875
010 0xbac00000 -0.00146484375 0xbac00000 -0.00146484375
011 0xbfa00000 -1.25 0xbfa00000 -1.25
012 0xbf200000 -0.625 0xbf200000 -0.625
013 0xbea00000 -0.3125 0xbea00000 -0.3125
014 0xbe200000 -0.15625 0xbe200000 -0.15625
015 0xbda00000 -0.078125 0xbda00000 -0.078125
016 0xbd200000 -0.0390625 0xbd200000 -0.0390625
017 0xbca00000 -0.01953125 0xbca00000 -0.01953125
018 0xbc200000 -0.009765625 0xbc200000 -0.009765625
019 0xbba00000 -0.0048828125 0xbba00000 -0.0048828125
020 0xbb200000 -0.00244140625 0xbb200000 -0.00244140625
021 0xbaa00000 -0.00122070312 0xbaa00000 -0.00122070312
022 0xbf800000 -1 0xbf800000 -1
023 0xbf000000 -0.5 0xbf000000 -0.5
024 0xbe800000 -0.25 0xbe800000 -0.25
025 0xbe000000 -0.125 0xbe000000 -0.125
026 0xbd800000 -0.0625 0xbd800000 -0.0625
027 0xbd000000 -0.03125 0xbd000000 -0.03125
028 0xbc800000 -0.015625 0xbc800000 -0.015625
029 0xbc000000 -0.0078125 0xbc000000 -0.0078125
030 0xbb800000 -0.00390625 0xbb800000 -0.00390625
031 0xbb000000 -0.001953125 0xbb000000 -0.001953125
032 0xba800000 -0.0009765625 0xba800000 -0.0009765625
033 0xbf400000 -0.75 0xbf400000 -0.75
034 0xbec00000 -0.375 0xbec00000 -0.375
035 0xbe400000 -0.1875 0xbe400000 -0.1875
036 0xbdc00000 -0.09375 0xbdc00000 -0.09375
037 0xbd400000 -0.046875 0xbd400000 -0.046875
038 0xbcc00000 -0.0234375 0xbcc00000 -0.0234375
039 0xbc400000 -0.01171875 0xbc400000 -0.01171875
040 0xbbc00000 -0.005859375 0xbbc00000 -0.005859375
041 0xbb400000 -0.0029296875 0xbb400000 -0.0029296875
042 0xbac00000 -0.00146484375 0xbac00000 -0.00146484375
043 0xba400000 -0.000732421875 0xba400000 -0.000732421875
044 0xbf000000 -0.5 0xbf000000 -0.5
045 0xbe800000 -0.25 0xbe800000 -0.25
046 0xbe000000 -0.125 0xbe000000 -0.125
047 0xbd800000 -0.0625 0xbd800000 -0.0625
048 0xbd000000 -0.03125 0xbd000000 -0.03125
049 0xbc800000 -0.015625 0xbc800000 -0.015625
050 0xbc000000 -0.0078125 0xbc000000 -0.0078125
051 0xbb800000 -0.00390625 0xbb800000 -0.00390625
052 0xbb000000 -0.001953125 0xbb000000 -0.001953125
053 0xba800000 -0.0009765625 0xba800000 -0.0009765625
054 0xba000000 -0.00048828125 0xba000000 -0.00048828125
055 0xbe800000 -0.25 0xbe800000 -0.25
056 0xbe000000 -0.125 0xbe000000 -0.125
057 0xbd800000 -0.0625 0xbd800000 -0.0625
058 0xbd000000 -0.03125 0xbd000000 -0.03125
059 0xbc800000 -0.015625 0xbc800000 -0.015625
060 0xbc000000 -0.0078125 0xbc000000 -0.0078125
061 0xbb800000 -0.00390625 0xbb800000 -0.00390625
062 0xbb000000 -0.001953125 0xbb000000 -0.001953125
063 0xba800000 -0.0009765625 0xba800000 -0.0009765625
064 0xba000000 -0.00048828125 0xba000000 -0.00048828125
065 0xb9800000 -0.000244140625 0xb9800000 -0.000244140625
066 0x00000000 0 0x00000000 0
067 0x00000000 0 0x00000000 0
068 0x00000000 0 0x00000000 0
069 0x00000000 0 0x00000000 0
070 0x00000000 0 0x00000000 0
071 0x00000000 0 0x00000000 0
072 0x00000000 0 0x00000000 0
073 0x00000000 0 0x00000000 0
074 0x00000000 0 0x00000000 0
075 0x00000000 0 0x00000000 0
076 0x00000000 0 0x00000000 0
077 0x3e800000 0.25 0x3e800000 0.25
078 0x3e000000 0.125 0x3e000000 0.125
079 0x3d800000 0.0625 0x3d800000 0.0625
080 0x3d000000 0.03125 0x3d000000 0.03125
081 0x3c800000 0.015625 0x3c800000 0.015625
082 0x3c000000 0.0078125 0x3c000000 0.0078125
083 0x3b800000 0.00390625 0x3b800000 0.00390625
084 0x3b000000 0.001953125 0x3b000000 0.001953125
085 0x3a800000 0.0009765625 0x3a800000 0.0009765625
086 0x3a000000 0.00048828125 0x3a000000 0.00048828125
087 0x39800000 0.000244140625 0x39800000 0.000244140625
088 0x3f000000 0.5 0x3f000000 0.5
089 0x3e800000 0.25 0x3e800000 0.25
090 0x3e000000 0.125 0x3e000000 0.125
091 0x3d800000 0.0625 0x3d800000 0.0625
092 0x3d000000 0.03125 0x3d000000 0.03125
093 0x3c800000 0.015625 0x3c800000 0.015625
094 0x3c000000 0.0078125 0x3c000000 0.0078125
095 0x3b800000 0.00390625 0x3b800000 0.00390625
096 0x3b000000 0.001953125 0x3b000000 0.001953125
097 0x3a800000 0.0009765625 0x3a800000 0.0009765625
098 0x3a000000 0.00048828125 0x3a000000 0.00048828125
099 0x3f400000 0.75 0x3f400000 0.75
100 0x3ec00000 0.375 0x3ec00000 0.375
101 0x3e400000 0.1875 0x3e400000 0.1875
102 0x3dc00000 0.09375 0x3dc00000 0.09375
103 0x3d400000 0.046875 0x3d400000 0.046875
104 0x3cc00000 0.0234375 0x3cc00000 0.0234375
105 0x3c400000 0.01171875 0x3c400000 0.01171875
106 0x3bc00000 0.005859375 0x3bc00000 0.005859375
107 0x3b400000 0.0029296875 0x3b400000 0.0029296875
108 0x3ac00000 0.00146484375 0x3ac00000 0.00146484375
109 0x3a400000 0.000732421875 0x3a400000 0.000732421875
110 0x3f800000 1 0x3f800000 1
111 0x3f000000 0.5 0x3f000000 0.5
112 0x3e800000 0.25 0x3e800000 0.25
113 0x3e000000 0.125 0x3e000000 0.125
114 0x3d800000 0.0625 0x3d800000 0.0625
115 0x3d000000 0.03125 0x3d000000 0.03125
116 0x3c800000 0.015625 0x3c800000 0.015625
117 0x3c000000 0.0078125 0x3c000000 0.0078125
118 0x3b800000 0.00390625 0x3b800000 0.00390625
119 0x3b000000 0.001953125 0x3b000000 0.001953125
120 0x3a800000 0.0009765625 0x3a800000 0.0009765625
